Rank,Site,Manufacturer,Computer,Country,Year,Processors,RMax,RPeak,Nmax,Nhalf,Processor Family,Processor,Proc. Frequency,System Family,Operating System,Architecture,Segment,Application Area,Interconnect Family,Interconnect,Region,Continent
1,The Earth Simulator Center,NEC,Earth-Simulator,Japan,2002,5120,35860.0,40960.0,1075200,266240,NEC,NEC,1000.0,NEC Vector,Super-UX,MPP,Research,Environment,Crossbar,Multi-stage crossbar,Eastern Asia,Asia
2,Lawrence Livermore National Laboratory,IBM,"ASCI White, SP Power3 375 MHz",United States,2000,8192,7226.0,12288.0,518096,179000,Power,POWER3,375.0,IBM SP,AIX,MPP,Research,Not Specified,SP Switch,SP Switch,North America,Americas
4,Commissariat a l'Energie Atomique (CEA),Hewlett-Packard,"AlphaServer SC45, 1 GHz",France,2001,2560,3980.0,5120.0,360000,85000,Alpha,Alpha,1000.0,HP AlphaServer SC/GS,Tru64 UNIX,Cluster,Research,Not Specified,Quadrics,Quadrics,Western Europe,Europe
5,NERSC/LBNL,IBM,SP Power3 375 MHz 16 way,United States,2001,3328,3052.0,4992.0,371712,102400,Power,POWER3,375.0,IBM SP,AIX,MPP,Research,Not Specified,SP Switch,SP Switch,North America,Americas
6,Los Alamos National Laboratory,Hewlett-Packard,"AlphaServer SC45, 1 GHz",United States,2002,2048,2916.0,4096.0,272000,0,Alpha,Alpha,1000.0,HP AlphaServer SC/GS,Tru64 UNIX,Cluster,Research,Not Specified,Quadrics,Quadrics,North America,Americas
7,Sandia National Laboratories,Intel,ASCI Red,United States,1999,9632,2379.0,3207.0,362880,75400,Intel IA-32,Intel IA-32 Pentium Pro,333.3,intel Paragon,Paragon OS,MPP,Research,Not Specified,Proprietary,Proprietary,North America,Americas
8,Oak Ridge National Laboratory,IBM,pSeries 690 Turbo 1.3GHz,United States,2002,864,2310.0,4492.8,275000,62000,Power,POWER4,1300.0,IBM pSeries,AIX,MPP,Research,Not Specified,SP Switch,Colony,North America,Americas
9,Lawrence Livermore National Laboratory,IBM,"ASCI Blue-Pacific SST, IBM SP 604e",United States,1999,5808,2144.0,3856.5,431344,0,Power,PowerPC 604e,332.2,IBM SP,AIX,MPP,Research,Not Specified,SP Switch,SP Switch,North America,Americas
10,IBM/US Army Research Laboratory (ARL),IBM,pSeries 690 Turbo 1.3GHz,United States,2002,768,2050.0,3993.6,252000,0,Power,POWER4,1300.0,IBM pSeries,AIX,MPP,Vendor,Not Specified,SP Switch,Colony,North America,Americas
11,Atomic Weapons Establishment,IBM,SP Power3 375 MHz 16 way,United Kingdom,2002,1920,1910.0,2880.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Classified,Not Specified,SP Switch,SP Switch,Northern Europe,Europe
12,IBM/ECMWF,IBM,pSeries 690 Turbo 1.3GHz,United States,2002,704,1849.0,3660.8,240000,32500,Power,POWER4,1300.0,IBM pSeries,AIX,MPP,Vendor,Not Specified,SP Switch,Colony,North America,Americas
15,Los Alamos National Laboratory,SGI,ASCI Blue Mountain,United States,1998,6144,1608.0,3072.0,374400,138000,MIPS,MIPS R10000,250.0,SGI Origin,IRIX,MPP,Research,Not Specified,HIPPI,HIPPI,North America,Americas
16,Naval Oceanographic Office (NAVOCEANO),IBM,SP Power3 375 MHz,United States,2000,1336,1417.0,2004.0,374000,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Research,Weather and Climate Research,SP Switch,SP Switch,North America,Americas
17,Deutscher Wetterdienst,IBM,SP Power3 375 MHz 16 way,Germany,2001,1280,1293.0,1920.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Research,Weather and Climate Research,SP Switch,SP Switch,Western Europe,Europe
18,NCAR (National Center for Atmospheric Research),IBM,SP Power3 375 MHz 16 way,United States,2001,1260,1272.0,1890.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Research,Weather and Climate Research,SP Switch,SP Switch,North America,Americas
20,National Centers for Environmental Prediction,IBM,SP Power3 375 MHz,United States,2001,1104,1179.0,1656.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Research,Weather Forecasting,SP Switch,SP Switch,North America,Americas
21,National Centers for Environmental Prediction,IBM,SP Power3 375 MHz,United States,2000,1104,1179.0,1656.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Research,Weather and Climate Research,SP Switch,SP Switch,North America,Americas
22,Government,Cray Inc.,T3E1200,United States,2001,1900,1166.0,2280.0,230016,0,Alpha,Alpha EV56,598.8,Cray T3E/T3D,UNICOS,MPP,Classified,Not Specified,Cray Interconnect,3-D Torus,North America,Americas
23,ERDC MSRC,Cray Inc.,T3E1200/900,United States,1999,1792,1166.0,1999.0,230016,0,Alpha,Alpha,558.7,Cray T3E/T3D,UNICOS,MPP,Research,Not Specified,Cray Interconnect,3-D Torus,North America,Americas
24,Lawrence Livermore National Laboratory,IBM,SP Power3 375 MHz 16 way,United States,2001,1088,1100.0,1632.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Research,Not Specified,SP Switch,SP Switch,North America,Americas
25,NEC Fuchu Plant,NEC,SX-6/128M16,Japan,2002,128,982.0,1024.0,204800,12800,NEC,NEC,1000.0,NEC Vector,Super-UX,MPP,Vendor,Benchmarking,Crossbar,Multi-stage crossbar,Eastern Asia,Asia
27,High Energy Accelerator Research Organization /KEK,Hitachi,SR8000-F1/100,Japan,2000,100,917.0,1200.0,115000,15000,Hitachi SR8000,Hitachi SR8000,375.0,Hitachi SR8xxx,HI-UX/MPP,MPP,Research,Not Specified,Crossbar,Multi-dimensional crossbar,Eastern Asia,Asia
28,US Army HPC Research Center at NCS,Cray Inc.,T3E1200,United States,2000,1084,892.0,1300.8,0,0,Alpha,Alpha EV56,598.8,Cray T3E/T3D,UNICOS,MPP,Research,Not Specified,Cray Interconnect,3-D Torus,North America,Americas
29,ECMWF,Fujitsu,VPP5000/100,United Kingdom,2000,100,886.0,960.0,195600,18000,Fujitsu,Fujitsu,300.0,Fujitsu VPP,UXP/V,MPP,Research,Weather and Climate Research,Crossbar,Full distributed crossbar,Northern Europe,Europe
31,Maui High-Performance Computing Center (MHPCC),IBM,SP Power3 375 MHz 16 way,United States,2001,812,837.0,1218.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Research,Not Specified,SP Switch,SP Switch,North America,Americas
36,Government,Cray Inc.,T3E900,United States,1997,1324,815.0,1191.6,134400,26880,Alpha,Alpha EV5,450.5,Cray T3E/T3D,UNICOS,MPP,Classified,Not Specified,Cray Interconnect,3-D Torus,North America,Americas
37,ERDC MSRC,Hewlett-Packard,"AlphaServer SC45, 1 GHz",United States,2002,512,809.0,1024.0,215000,27000,Alpha,Alpha,1000.0,HP AlphaServer SC/GS,Tru64 UNIX,Cluster,Research,Not Specified,Quadrics,Quadrics,North America,Americas
38,NASA/Goddard Space Flight Center,Hewlett-Packard,"AlphaServer SC45, 1 GHz",United States,2002,512,809.0,1024.0,215000,27000,Alpha,Alpha,1000.0,HP AlphaServer SC/GS,Tru64 UNIX,Cluster,Research,Not Specified,Quadrics,Quadrics,North America,Americas
39,Wright-Patterson Air Force Base/DoD ASC,Hewlett-Packard,"AlphaServer SC45, 1 GHz",United States,2002,512,809.0,1024.0,215000,27000,Alpha,Alpha,1000.0,HP AlphaServer SC/GS,Tru64 UNIX,Cluster,Research,Not Specified,Quadrics,Quadrics,North America,Americas
40,Charles Schwab,IBM,SP Power3 375 MHz,United States,2000,768,795.0,1152.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Industry,Finance,SP Switch,SP Switch,North America,Americas
44,IBM,IBM,pSeries 690 Turbo 1.3GHz,United States,2002,256,736.6,1331.2,285000,25000,Power,POWER4,1300.0,IBM pSeries,AIX,MPP,Vendor,Not Specified,SP Switch,Colony,North America,Americas
45,University of Tsukuba,Fujitsu,VPP5000/80,Japan,2001,80,730.0,768.0,273600,15360,Fujitsu,Fujitsu,300.0,Fujitsu VPP,UXP/V,MPP,Research,Not Specified,Crossbar,Full distributed crossbar,Eastern Asia,Asia
46,Oak Ridge National Laboratory,IBM,SP Power3 375 MHz,United States,2000,704,723.0,1056.0,187000,37500,Power,POWER3,375.0,IBM SP,AIX,MPP,Research,Not Specified,SP Switch,SP Switch,North America,Americas
50,Sandia National Laboratories,Self-made,CPlant/Ross Cluster,United States,2001,1369,706.7,1275.9,162000,0,Alpha,Alpha EV5,465.1,NOW - Alpha,,Cluster,Research,Not Specified,Myrinet,Myrinet,North America,Americas
51,Japan Meteorological Agency,Hitachi,SR8000-E1/80,Japan,2000,80,691.3,768.0,120000,9408,Hitachi SR8000,Hitachi SR8000,300.0,Hitachi SR8xxx,HI-UX/MPP,MPP,Research,Weather and Climate Research,Crossbar,Multi-dimensional crossbar,Eastern Asia,Asia
52,Los Alamos National Laboratory/ACL,SGI,ORIGIN 2000 250 MHz,United States,1999,2048,690.9,1024.0,229248,80640,MIPS,MIPS R10000,250.0,SGI Origin,IRIX,MPP,Research,Not Specified,Crossbar,Hypercube,North America,Americas
55,Deutscher Wetterdienst,Cray Inc.,T3E1200,Germany,1999,812,671.0,974.4,0,0,Alpha,Alpha EV56,598.8,Cray T3E/T3D,UNICOS,MPP,Research,Weather and Climate Research,Cray Interconnect,3-D Torus,Western Europe,Europe
56,CBRC - Tsukuba Advanced Computing Center - TACC/AIST,NEC,Magi Cluster PIII 933 MHz,Japan,2001,1040,654.0,970.0,217600,29000,Intel IA-32,Intel IA-32 Pentium 3,933.0,NOW - Intel Pentium,Linux,Cluster,Research,Not Specified,Myrinet,Myrinet,Eastern Asia,Asia
57,Real World Computing (RWCP)/Tsukuba Research Center,Self-made,SCore IIIe/PIII 933 MHz,Japan,2001,1024,618.3,955.4,146000,23000,Intel IA-32,Intel IA-32 Pentium 3,933.0,NOW - Intel Pentium,Linux,Cluster,Research,Not Specified,Myrinet,Myrinet,Eastern Asia,Asia
61,Swiss Scientific Computing Center (CSCS),IBM,"pSeries 690 Turbo 1.3 GHz, GigEth",Switzerland,2002,256,590.2,1331.2,158000,0,Power,POWER4,1300.0,IBM pSeries,AIX,MPP,Research,Not Specified,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
63,COLSA,IBM,"pSeries 690 Turbo 1.3 GHz, GigEth",United States,2002,240,564.0,1248.0,0,0,Power,POWER4,1300.0,IBM pSeries,AIX,MPP,Industry,Not Specified,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
65,Japan Atomic Energy Research Institute,Fujitsu,VPP5000/64,Japan,2001,64,563.0,614.4,235776,12288,Fujitsu,Fujitsu,300.0,Fujitsu VPP,UXP/V,MPP,Research,Not Specified,Crossbar,Full distributed crossbar,Eastern Asia,Asia
67,Sprint PCS,IBM,SP Power3 375 MHz 16 way,United States,2002,528,561.0,792.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Industry,Telecomm,SP Switch,SP Switch,North America,Americas
69,Manufacturer (G),IBM,pSeries 690 Turbo 1.3GHz GigEth,United States,2002,224,555.3,1164.8,226800,0,Power,POWER4,1300.0,IBM pSeries,AIX,MPP,Industry,Automotive,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
70,IBM Thomas J. Watson Research Center,IBM,SP Power3 375 MHz 16 way,United States,2002,520,554.0,780.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Research,Not Specified,SP Switch,SP Switch,North America,Americas
71,Deutsche Telekom AG,IBM,SP Power3 375 MHz,Germany,2000,528,553.0,792.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Industry,Telecomm,SP Switch,SP Switch,Western Europe,Europe
72,Wright-Patterson Air Force Base/DoD ASC,IBM,SP Power3 375 MHz,United States,2000,528,553.0,792.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Research,Defense,SP Switch,SP Switch,North America,Americas
73,United Kingdom Meteorological Office,Cray Inc.,T3E900,United Kingdom,1997,876,552.0,788.4,0,0,Alpha,Alpha EV5,450.5,Cray T3E/T3D,UNICOS,MPP,Research,Weather and Climate Research,Cray Interconnect,3-D Torus,Northern Europe,Europe
74,State Farm,IBM,SP Power3 375 MHz,United States,2001,520,546.0,780.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Industry,Database,SP Switch,SP Switch,North America,Americas
75,Petroleum Company (G),IBM,SP Power3 375 MHz 16 way,Saudia Arabia,2001,512,546.0,768.0,148000,33000,Power,POWER3,375.0,IBM SP,AIX,MPP,Industry,Geophysics,SP Switch,SP Switch,Western Asia,Asia
76,US Army Research Laboratory (ARL),IBM,SP Power3 375 MHz 16 way,United States,2000,512,546.0,768.0,148000,33000,Power,POWER3,375.0,IBM SP,AIX,MPP,Research,Not Specified,SP Switch,SP Switch,North America,Americas
77,Pharmaceutical Company,IBM,SP Power3 375 MHz,Germany,2001,510,536.0,765.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Industry,Pharmaceutics,SP Switch,SP Switch,Western Europe,Europe
79,Sandia National Laboratories,Dell,Precision 530 Cluster P4 XEON 2.0 GHz,United States,2002,256,526.0,1024.0,101000,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2000.0,Dell Precision Cluster,Linux,Cluster,Research,Not Specified,Fast Ethernet,Fast Ethernet,North America,Americas
80,United Kingdom Meteorological Office,Cray Inc.,T3E1200,United Kingdom,1999,636,526.0,763.2,0,0,Alpha,Alpha EV56,598.8,Cray T3E/T3D,UNICOS,MPP,Research,Weather and Climate Research,Cray Interconnect,3-D Torus,Northern Europe,Europe
81,NASA/Goddard Space Flight Center,Cray Inc.,T3E,United States,2000,1356,525.0,813.6,0,0,Alpha,Alpha EV5,300.3,Cray T3E/T3D,UNICOS,MPP,Research,Weather and Climate Research,Cray Interconnect,3-D Torus,North America,Americas
82,Max-Planck-Gesellschaft MPI/IPP,IBM,pSeries 690 Turbo 1.3GHz GigEth,Germany,2002,208,513.0,1081.6,0,0,Power,POWER4,1300.0,IBM pSeries,AIX,MPP,Research,Not Specified,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
83,State Farm,IBM,SP Power3 375 MHz,United States,2001,488,512.0,732.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Industry,Database,SP Switch,SP Switch,North America,Americas
84,Wright-Patterson Air Force Base/DoD ASC,Hewlett-Packard,"AlphaServer SC45, 1 GHz",United States,2002,324,512.0,648.0,170000,20000,Alpha,Alpha,1000.0,HP AlphaServer SC/GS,Tru64 UNIX,Cluster,Research,Not Specified,Quadrics,Quadrics,North America,Americas
