Rank,Site,Manufacturer,Computer,Country,Year,Processors,RMax,RPeak,Nmax,Nhalf,Processor Family,Processor,Proc. Frequency,System Family,Operating System,Architecture,Segment,Application Area,Interconnect Family,Interconnect,Region,Continent
5,NCSA,Dell,"PowerEdge 1750, P4 Xeon 3.06 GHz, Myrinet",United States,2003,2500,9819.0,15300.0,630000,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,3060.0,Dell PowerEdge Cluster,Linux,Cluster,Academic,Not Specified,Myrinet,Myrinet,North America,Americas
15,NCSA,IBM,"TeraGrid, Itanium2 1.3/1.5 GHZ, Myrinet",United States,2004,1776,7215.0,10259.0,540000,0,Intel IA-64,Intel IA-64 Itanium 2,1444.0,NOW - Intel Itanium,SuSE Linux Enterprise Server 8,Cluster,Academic,Not Specified,Myrinet,Myrinet,North America,Americas
18,HPCx,IBM,eServer pSeries 690 (1.7 GHz Power4+),United Kingdom,2004,1600,6188.0,10880.0,355000,0,Power,POWER4+,1700.0,IBM pSeries,AIX,MPP,Academic,Not Specified,SP Switch,Federation,Northern Europe,Europe
23,UCSD/San Diego Supercomputer Center,IBM,eServer pSeries 655/690 (1.5/1.7 Ghz Power4+),United States,2004,1680,5223.0,10310.0,540000,0,Power,POWER4+,1500.0,IBM pSeries,AIX,MPP,Academic,Not Specified,SP Switch,Federation,North America,Americas
24,Kyoto University,Fujitsu,PRIMEPOWER HPC2500 (1.56 GHz),Japan,2004,1472,4552.0,9185.0,749340,90390,Sparc,SPARC64 V,1560.0,PRIMEPOWER HPC2500,Solaris,Constellations,Academic,Not Specified,Crossbar,Crossbar,Eastern Asia,Asia
25,Pittsburgh Supercomputing Center,Hewlett-Packard,"AlphaServer SC45, 1 GHz",United States,2001,3016,4463.0,6032.0,280000,85000,Alpha,Alpha,1000.0,HP AlphaServer SC/GS,Tru64 UNIX,Cluster,Academic,Not Specified,Quadrics,Quadrics,North America,Americas
26,Chinese Academy of Science,lenovo,"DeepComp 6800, Itanium2 1.3 GHz, QsNet",China,2003,1024,4193.0,5324.8,491488,0,Intel IA-64,Intel IA-64 Itanium 2,1300.0,Legend,Linux,Cluster,Academic,Not Specified,Quadrics,Quadrics,Eastern Asia,Asia
38,Westgrid,IBM,"BladeCenter Xeon 3.06 GHz, Gig-Ethernet",Canada,2003,1008,3755.0,6168.96,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,3060.0,IBM Cluster,Linux,Cluster,Academic,Not Specified,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
42,Institute of Scientific Computing/Nankai University,IBM,"xSeries Xeon 3.06 GHz, Myrinet",China,2004,768,3231.0,4700.0,301000,59000,Intel IA-32,Intel IA-32 Pentium 4 Xeon,3060.0,IBM Cluster,Linux,Cluster,Academic,Not Specified,Myrinet,Myrinet,Eastern Asia,Asia
43,UCSD/San Diego Supercomputer Center,IBM,"TeraGrid Cluster, Itanium 2 1.3 GHz, Myrinet",United States,2004,768,3152.0,3993.0,350000,0,Intel IA-64,Intel IA-64 Itanium 2,1300.0,NOW - Intel Itanium,SuSE Linux Enterprise Server 8,Cluster,Academic,Not Specified,Myrinet,Myrinet,North America,Americas
44,University of Southern California,IBM,"Sun Fire V60, IBM xServer,2.0-3.0 GHz, Myrinet",United States,2004,1444,3150.0,4851.0,280000,140000,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2331.03,NOW - Intel Pentium,Linux,Cluster,Academic,Not Specified,Myrinet,Myrinet,North America,Americas
56,University of Alaska - ARSC,IBM,eServer pSeries 655 (1.5 GHz Power4+),United States,2004,672,2510.27,4032.0,0,0,Power,POWER4+,1500.0,IBM pSeries,AIX,MPP,Academic,Not Specified,SP Switch,Federation,North America,Americas
58,Texas Advanced Computing Center/Univ. of Texas,Dell,"PowerEdge 1750, Pentium4 Xeon 3.06 GHz, Myrinet",United States,2003,600,2455.0,3672.0,252000,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,3060.0,Dell PowerEdge Cluster,Linux,Cluster,Academic,Not Specified,Myrinet,Myrinet,North America,Americas
63,CINECA,IBM,"xSeries Xeon 3.06 GHz, Myrinet",Italy,2003,512,2223.15,3133.44,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,3060.0,IBM Cluster,Linux,Cluster,Academic,Not Specified,Myrinet,Myrinet,Southern Europe,Europe
65,Louisiana State University,Atipa Technology,P4 Xeon 1.8 GHz - Myrinet,United States,2002,1024,2207.0,3686.4,280000,56000,Intel IA-32,Intel IA-32 Pentium 4 Xeon,1800.0,NOW - Intel Pentium,Linux,Cluster,Academic,Not Specified,Myrinet,Myrinet,North America,Americas
74,Universitaet Wuppertal,Angstrom Microsystems,"ALiCEnext, Opteron 1.8 GHz, GigE, Parastation",Germany,2004,1024,2083.0,3686.4,0,0,AMD x86_64,AMD x86_64 Opteron,1800.0,NOW - AMD,Linux,Cluster,Academic,Not Specified,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
95,"University at Buffalo, SUNY, Center for Computational Res.",Dell,PowerEdge 2650 Cluster P4 Xeon 2.4 GHz - Myrinet,United States,2002,600,2004.0,2880.0,253400,42200,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2400.0,Dell PowerEdge Cluster,Linux,Cluster,Academic,Not Specified,Myrinet,Myrinet,North America,Americas
106,"University at Buffalo, SUNY, Center for Computational Res.",IBM,"BladeCenter Xeon 2.8 GHz, Gig-Ethernet",United States,2004,546,1817.26,3057.6,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2800.0,IBM Cluster,Linux,Cluster,Academic,Not Specified,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
108,SARA (Stichting Academisch Rekencentrum),SGI,SGI Altix 1.3 GHz,Netherlands,2003,416,1793.0,2163.0,298799,0,Intel IA-64,Intel IA-64 Itanium 2,1300.0,SGI Altix,Linux,MPP,Academic,Not Specified,NUMAlink,NUMAlink,Western Europe,Europe
118,Arizona State University/TGEN,IBM,xSeries Cluster Xeon 2.4 GHz - Gig-E,United States,2003,1048,1755.0,5030.4,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2400.0,IBM Cluster,Linux,Cluster,Academic,Not Specified,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
