Rank,Site,Manufacturer,Computer,Country,Year,Processors,RMax,RPeak,Nmax,Nhalf,Processor Family,Processor,Proc. Frequency,System Family,Operating System,Architecture,Segment,Application Area,Interconnect Family,Interconnect,Region,Continent
2,"Center for Computational Science, University of Tsukuba",Hitachi,CP-PACS/2048,Japan,1996,2048,368.2,614.4,103680,30720,PA-RISC,PA-RISC HARP-1E,150.0,Hitachi SR2xxx,HI-UX/MPP,MPP,Academic,Not Specified,Crossbar,Hyper crossbar,Eastern Asia,Asia
4,University of Tokyo,Hitachi,SR2201/1024,Japan,1996,1024,220.4,307.2,138240,34560,PA-RISC,PA-RISC HARP-1E,150.0,Hitachi SR2xxx,HI-UX/MPP,MPP,Academic,Not Specified,Crossbar,Hyper crossbar,Eastern Asia,Asia
9,Pittsburgh Supercomputing Center,Cray Inc.,T3E,United States,1996,512,176.0,307.2,0,0,Alpha,Alpha EV5,300.3,Cray T3E/T3D,UNICOS,MPP,Academic,Not Specified,Cray Interconnect,3-D Torus,North America,Americas
10,Universitaet Stuttgart,Cray Inc.,T3E,Germany,1996,512,176.0,307.2,0,0,Alpha,Alpha EV5,300.3,Cray T3E/T3D,UNICOS,MPP,Academic,Not Specified,Cray Interconnect,3-D Torus,Western Europe,Europe
17,Kyushu University,Fujitsu,VPP700/56,Japan,1996,56,110.0,123.2,109200,10752,Fujitsu,Fujitsu,137.5,Fujitsu VPP,UXP/V,MPP,Academic,Not Specified,Crossbar,Full distributed crossbar,Eastern Asia,Asia
22,CNRS/IDRIS,Cray Inc.,T3E,France,1996,256,93.2,153.6,53664,11040,Alpha,Alpha EV5,300.3,Cray T3E/T3D,UNICOS,MPP,Academic,Not Specified,Cray Interconnect,3-D Torus,Western Europe,Europe
25,UCSD/San Diego Supercomputer Center,Cray Inc.,T3E,United States,1996,256,93.2,153.6,53664,11040,Alpha,Alpha EV5,300.3,Cray T3E/T3D,UNICOS,MPP,Academic,Not Specified,Cray Interconnect,3-D Torus,North America,Americas
26,Cornell Theory Center,IBM,SP2/512,United States,1994,512,88.4,136.19,73500,20150,Power,POWER2,66.5,IBM SP,AIX,MPP,Academic,Not Specified,,,North America,Americas
27,CSC (Center for Scientific Computing),Cray Inc.,T3E750,Finland,1996,192,86.6,144.0,0,0,Alpha,Alpha EV5,374.5,Cray T3E/T3D,UNICOS,MPP,Academic,Not Specified,Cray Interconnect,3-D Torus,Northern Europe,Europe
32,Leibniz Rechenzentrum,Fujitsu,VPP700/34,Germany,1997,34,71.1,74.8,0,0,Fujitsu,Fujitsu,137.5,Fujitsu VPP,UXP/V,MPP,Academic,Not Specified,Crossbar,Full distributed crossbar,Western Europe,Europe
34,University of Edinburgh,Cray Inc.,T3E900,United Kingdom,1997,128,69.3,115.2,57344,7040,Alpha,Alpha EV5,450.5,Cray T3E/T3D,UNICOS,MPP,Academic,Not Specified,Cray Interconnect,3-D Torus,Northern Europe,Europe
36,ZIB/Konrad Zuse-Zentrum fuer Informationstechnik,Cray Inc.,T3E750,Germany,1997,136,61.3,102.0,0,0,Alpha,Alpha EV5,374.5,Cray T3E/T3D,UNICOS,MPP,Academic,Not Specified,Cray Interconnect,3-D Torus,Western Europe,Europe
41,Osaka University,NEC,SX-4/32,Japan,1996,32,60.6,64.0,10000,1560,NEC,NEC,250.0,NEC Vector,EWS-UX/V,SMP,Academic,Not Specified,Crossbar,Multi-stage crossbar,Eastern Asia,Asia
42,Osaka University,NEC,SX-4/32,Japan,1996,32,60.6,64.0,10000,1560,NEC,NEC,250.0,NEC Vector,EWS-UX/V,SMP,Academic,Not Specified,Crossbar,Multi-stage crossbar,Eastern Asia,Asia
