Rank,Site,Manufacturer,Computer,Country,Year,Processors,RMax,RPeak,Nmax,Nhalf,Processor Family,Processor,Proc. Frequency,System Family,Operating System,Architecture,Segment,Application Area,Interconnect Family,Interconnect,Region,Continent
45,Brigham Young University,Dell,"PowerEdge 1955, 2.66 GHz, GigEthernet",United States,2006,2520,12510.0,26812.0,0,0,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),2667.0,Dell PowerEdge Cluster,RedHat Enterprise 4,Cluster,Academic,Research,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
47,Virginia Tech,Self-made,1100 Dual 2.3 GHz Apple XServe/Mellanox Infiniband 4X/Cisco GigE,United States,2004,2200,12250.0,20240.0,620000,0,Power,PowerPC 970,2300.0,NOW  - PowerPC,MacOS X,Cluster,Academic,Not Specified,Infiniband,Infiniband,North America,Americas
49,Technische Universitaet Dresden,SGI,Altix 4700 1.6 GHz,Germany,2006,2048,11913.2,13107.2,440832,0,Intel IA-64,Intel IA-64 Itanium 2,1600.0,SGI Altix,SUSE Linux Enterprise Server 10,MPP,Academic,Research,NUMAlink,NUMAlink,Western Europe,Europe
50,Scientific Supercomputing Center Karlsruhe,Hewlett-Packard,Cluster Platform 4000 DL145 Opteron Dual Core 2.6 GHz Infiniband,Germany,2006,3000,11856.0,15600.0,0,0,AMD x86_64,AMD x86_64 Opteron Dual Core,2600.0,HP Cluster Platform 4000,Linux,Cluster,Academic,Not Specified,Infiniband,Infiniband,Western Europe,Europe
56,"Center for Computational Science, University of Tsukuba",Hitachi/Fujitsu,"PACS-CS, low voltage Xeon 2.8 GHz,  3D Hyper-Crossbar",Japan,2006,2560,10350.0,14336.0,706560,0,Intel IA-32,Intel IA-32 Low Voltage Pentium Xeon,2800.0,Hitachi/Fujitsu Cluster,Linux,Cluster,Academic,Not Specified,Crossbar,Hyper crossbar,Eastern Asia,Asia
59,NCSA,Dell,"PowerEdge 1750, P4 Xeon 3.06 GHz, Myrinet",United States,2003,2500,9819.0,15300.0,630000,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,3060.0,Dell PowerEdge Cluster,Linux,Cluster,Academic,Not Specified,Myrinet,Myrinet,North America,Americas
62,Harvard University,IBM,eServer Blue Gene Solution,United States,2006,4096,9433.0,11468.8,331775,0,Power,PowerPC 440,700.0,IBM BlueGene/L,CNK/SLES 9,MPP,Academic,Research,Proprietary,Proprietary,North America,Americas
68,UCSD/San Diego Supercomputer Center,IBM,eServer pSeries 655/690 (1.5/1.7 GHz Power4+),United States,2005,2464,9121.0,15628.0,605000,59000,Power,POWER4+,1500.0,IBM pSeries,AIX,MPP,Academic,Not Specified,SP Switch,Federation,North America,Americas
71,Australian Partnership for Advanced Computing (APAC),SGI,"SGI Altix 3700 Bx2, 1.6 GHz, NUMALink",Australia,2005,1536,8974.0,9830.0,0,0,Intel IA-64,Intel IA-64 Itanium 2,1600.0,SGI Altix,Linux,MPP,Academic,Not Specified,NUMAlink,NUMAlink,Australia and New Zealand,Oceania
78,Caltech,Dell,"PowerEdge 1850, 3.2 GHz, Myrinet",United States,2005,2048,8408.0,13107.2,0,0,Intel EM64T,Intel EM64T Xeon EM64T,3200.0,Dell PowerEdge Cluster,Linux,Cluster,Academic,Not Specified,Myrinet,Myrinet,North America,Americas
80,CSC (Center for Scientific Computing),Hewlett-Packard,ProLiant BL465c Opteron Dual Core 2.6 GHz Infiniband,Finland,2006,2048,8200.2,10649.0,0,0,AMD x86_64,AMD x86_64 Opteron Dual Core,2600.0,HP Cluster Platform 4000BL,Linux,Cluster,Academic,Not Specified,Infiniband,Infiniband,Northern Europe,Europe
85,Pittsburgh Supercomputing Center,Cray Inc.,"Cray XT3, 2.4 GHz",United States,2005,2060,7935.82,9888.0,0,0,AMD x86_64,AMD x86_64 Opteron,2400.0,Cray XT3,UNICOS,MPP,Academic,Not Specified,Cray Interconnect,XT3 Internal Interconnect,North America,Americas
87,"University at Buffalo, SUNY, Center for Computational Res.",Dell,"PowerEdge SC1425 3.2 GHz, Myrinet",United States,2006,1536,7737.0,9830.4,400000,80000,Intel EM64T,Intel EM64T Xeon EM64T,3200.0,Dell PowerEdge Cluster,Redhat Linux,Cluster,Academic,Not Specified,Myrinet,Myrinet,North America,Americas
92,NCSA,IBM,"TeraGrid, Itanium2 1.3/1.5 GHZ, Myrinet",United States,2004,1776,7215.0,10259.0,540000,0,Intel IA-64,Intel IA-64 Itanium 2,1444.0,NOW - Intel Itanium,SuSE Linux Enterprise Server 8,Cluster,Academic,Not Specified,Myrinet,Myrinet,North America,Americas
96,University of Sherbrooke,Dell,PowerEdge SC1425 3.6 GHz- Infiniband,Canada,2005,1152,6888.0,8294.4,650000,325000,Intel EM64T,Intel EM64T Xeon EM64T,3600.0,Dell PowerEdge Cluster,Linux,Cluster,Academic,Not Specified,Infiniband,Infiniband,North America,Americas
97,Nagoya University,Fujitsu,PRIMEPOWER HPC2500 (2.08 GHz),Japan,2005,1664,6860.0,13844.0,850720,118326,Sparc,SPARC64 V,2080.0,PRIMEPOWER HPC2500,Solaris,Constellations,Academic,Not Specified,Crossbar,Crossbar,Eastern Asia,Asia
99,Joint Supercomputer Center,IBM,"MVS-15000BM, eServer BladeCenter JS20 (PowerPC970 2.2 GHz), Myrinet",Russia,2006,1148,6645.53,10102.4,0,0,Power,PowerPC 970,2200.0,IBM Cluster,SuSE Linux Enterprise Server 9,Cluster,Academic,Not Specified,Myrinet,Myrinet,Eastern Europe,Europe
104,University of North Carolina,Dell,"PowerEdge 1855, 3.6 GHz, Infiniband",United States,2006,1040,6252.0,7488.0,0,0,Intel EM64T,Intel EM64T Xeon EM64T,3600.0,Dell PowerEdge Cluster,Redhat Enterprise 3,Cluster,Academic,Not Specified,Infiniband,Infiniband,North America,Americas
106,Technische Universitaet Dresden,Linux Networx,"Opteron dual core 2.6 GHz, Infiniband",Germany,2006,2584,6194.0,13436.8,399444,0,AMD x86_64,AMD x86_64 Opteron Dual Core,2600.0,Linux Networx Evolocity,Linux,Cluster,Academic,Not Specified,Infiniband,Infiniband,Western Europe,Europe
108,NCSA,Dell,"PowerEdge 1850, 3.6 GHz, Infiniband",United States,2005,1024,6118.0,7373.0,530000,0,Intel EM64T,Intel EM64T Xeon EM64T,3600.0,Dell PowerEdge Cluster,Redhat Linux,Cluster,Academic,Not Specified,Infiniband,Infiniband,North America,Americas
109,NCSA,SGI,"SGI Altix 3700 Bx2, 1.6 GHz, NUMALink",United States,2005,1024,6028.23,6553.0,440832,0,Intel IA-64,Intel IA-64 Itanium 2,1600.0,SGI Altix,Linux,MPP,Academic,Not Specified,NUMAlink,NUMAlink,North America,Americas
110,SharcNet,Hewlett-Packard,Cluster Platform 4000 DL145 Opteron 2.2 GHz Dual Core GigEthernet,Canada,2006,3072,6015.0,13516.8,601595,0,AMD x86_64,AMD x86_64 Opteron Dual Core,2200.0,HP Cluster Platform 4000,Linux,Cluster,Academic,Not Specified,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
111,"Tohoku University, Institute of Fluid Science",SGI,"SGI Altix 3700 Bx2, 1.6 GHz, NUMALink, 10GigEthernet",Japan,2006,1024,6007.05,6553.0,573888,0,Intel IA-64,Intel IA-64 Itanium 2,1600.0,SGI Altix,SuSE Linux Enterprise Server 9,MPP,Academic,Not Specified,NUMAlink,NUMAlink,Eastern Asia,Asia
112,Norwegian University of Science and Technology,IBM,eServer pSeries p5 575 1.9 GHz,Norway,2006,960,5995.71,7296.0,0,0,Power,POWER5+,1900.0,IBM pSeries,AIX,MPP,Academic,Research,SP Switch,Federation,Northern Europe,Europe
115,Mississippi State University,Sun Microsystems,"Sun Fire x2200 M2 Cluster, Opteron 2.6 Ghz, GigEthernet",United States,2006,2048,5857.28,10649.6,0,0,AMD x86_64,AMD x86_64 Opteron Dual Core,2600.0,Sun Fire - Cluster,Solaris,Cluster,Academic,Not Specified,Infiniband,Infiniband,North America,Americas
116,SharcNet,Hewlett-Packard,"Cluster Platform 4000 DL145, Opteron 2,6 GHz, Quadrics",Canada,2006,1536,5746.0,7987.2,250000,0,AMD x86_64,AMD x86_64 Opteron,2600.0,HP Cluster Platform 4000,Linux,Cluster,Academic,Not Specified,Quadrics,Quadrics,North America,Americas
118,Seoul National University,IBM,"eServer BladeCenter JS20 (PowerPC970 2.2 GHz), Myrinet","Korea, South",2005,968,5618.3,8518.4,0,0,Power,PowerPC 970,2200.0,IBM Cluster,SuSE Linux Enterprise Server 9,Cluster,Academic,Not Specified,Myrinet,Myrinet,Eastern Asia,Asia
123,University of Oklahoma,Dell,"PowerEdge 1850, 3.2 GHz, Infiniband",United States,2005,1024,5438.0,6553.6,530000,0,Intel EM64T,Intel EM64T Xeon EM64T,3200.0,Dell PowerEdge Cluster,Linux,Cluster,Academic,Not Specified,Infiniband,Infiniband,North America,Americas
124,Universität Erlangen,Hewlett-Packard,"Cluster Platform 3000 DL140G3, Xeon 51xx 3 Ghz, Infiniband",Germany,2006,728,5416.0,8736.0,0,0,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),3000.0,HP Cluster Platform 3000,Linux,Cluster,Academic,Research,Infiniband,Infiniband,Western Europe,Europe
126,Universidad Nacional Autonoma de Mexico,Hewlett-Packard,Cluster Platform 4000 DL145 Opteron Dual Core 2.6 GHz Infiniband,Mexico,2006,1360,5090.0,7072.0,0,0,AMD x86_64,AMD x86_64 Opteron Dual Core,2600.0,HP Cluster Platform 4000,Linux,Cluster,Academic,Not Specified,Infiniband,Infiniband,Central America,Americas
128,KTH - Royal Institute of Technology,Dell,"PowerEdge 1850, 3.4 GHz, Infiniband",Sweden,2005,886,4999.0,6025.0,0,0,Intel EM64T,Intel EM64T Xeon EM64T,3400.0,Dell PowerEdge Cluster,Linux,Cluster,Academic,Not Specified,Infiniband,Infiniband,Northern Europe,Europe
139,Boston University,IBM,eServer Blue Gene Solution,United States,2005,2048,4713.0,5734.0,233471,0,Power,PowerPC 440,700.0,IBM BlueGene/L,CNK/SLES 9,MPP,Academic,Not Specified,Proprietary,Proprietary,North America,Americas
141,Iowa State University,IBM,eServer Blue Gene Solution,United States,2006,2048,4713.0,5734.0,233471,0,Power,PowerPC 440,700.0,IBM BlueGene/L,CNK/SLES 9,MPP,Academic,Research,Proprietary,Proprietary,North America,Americas
146,Princeton University,IBM,eServer Blue Gene Solution,United States,2005,2048,4713.0,5734.0,233471,0,Power,PowerPC 440,700.0,IBM BlueGene/L,CNK/SLES 9,MPP,Academic,Research,Proprietary,Proprietary,North America,Americas
147,Renaissance Computing Institute (RENCI),IBM,eServer Blue Gene Solution,United States,2006,2048,4713.0,5734.0,233471,0,Power,PowerPC 440,700.0,IBM BlueGene/L,CNK/SLES 9,MPP,Academic,Not Specified,Proprietary,Proprietary,North America,Americas
148,University of Edinburgh,IBM,eServer Blue Gene Solution,United Kingdom,2005,2048,4713.0,5734.0,233471,0,Power,PowerPC 440,700.0,IBM BlueGene/L,CNK/SLES 9,MPP,Academic,Not Specified,Proprietary,Proprietary,Northern Europe,Europe
155,RQCHP,SGI,Altix 4700 1.6 GHz,Canada,2006,768,4602.6,4915.2,387072,0,Intel IA-64,Intel IA-64 Itanium 2,1600.0,SGI Altix,SLES10 + SGI ProPack 5,MPP,Academic,Not Specified,NUMAlink,NUMAlink,North America,Americas
156,Hokkaido University,Hitachi,SR11000-K1/40,Japan,2005,40,4596.0,5376.0,446400,0,Power,POWER5+,2100.0,Hitachi SR11000,AIX,MPP,Academic,Not Specified,SP Switch,Federation,Eastern Asia,Asia
160,University of Illinois,Self-made,"XServe G5 2GHz, Myrinet",United States,2005,1024,4559.0,8192.0,466944,0,Power,PowerPC 970,2000.0,NOW  - PowerPC,MacOS X,Cluster,Academic,Research,Myrinet,Myrinet,North America,Americas
161,Kyoto University,Fujitsu,PRIMEPOWER HPC2500 (1.56 GHz),Japan,2004,1472,4552.0,9185.0,749340,90390,Sparc,SPARC64 V,1560.0,PRIMEPOWER HPC2500,Solaris,Constellations,Academic,Not Specified,Crossbar,Crossbar,Eastern Asia,Asia
164,Pittsburgh Supercomputing Center,Hewlett-Packard,"AlphaServer SC45, 1 GHz",United States,2001,3016,4463.0,6032.0,280000,85000,Alpha,Alpha,1000.0,HP AlphaServer SC/GS,Tru64 UNIX,Cluster,Academic,Not Specified,Quadrics,Quadrics,North America,Americas
166,Imperial College ICT HPC,Dell,"PowerEdge 1955, 2.66 GHz, Gigabit/10G Infiniband",United Kingdom,2006,1680,4404.0,17922.2,0,0,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),2667.0,Dell PowerEdge Cluster,Redhat Linux,Cluster,Academic,Research,Mixed,GigabitEthernet/10Gig Infiniband,Northern Europe,Europe
185,Research USA,IBM,"BladeCenter LS20, Opteron 2.0 GHz Dual core, GigEthernet",United States,2006,2016,4376.0,8064.0,0,0,AMD x86_64,AMD x86_64 Opteron Dual Core,2000.0,IBM Cluster,Linux,Cluster,Academic,Not Specified,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
186,UT SimCenter at Chattanooga,Dell,PowerEdge 1850/1855 3.2 GHz GigEthernet,United States,2005,1010,4335.0,6464.0,0,0,Intel EM64T,Intel EM64T Xeon EM64T,3200.0,Dell PowerEdge Cluster,Linux,Cluster,Academic,Not Specified,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
188,Caltech/JPL,Dell,"PowerEdge 1750, P4 Xeon 3.2 GHz, Myrinet",United States,2004,1024,4298.0,6553.6,420000,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,3200.0,Dell PowerEdge Cluster,Linux,Cluster,Academic,Not Specified,Myrinet,Myrinet,North America,Americas
192,Chinese Academy of Science,lenovo,"DeepComp 6800, Itanium2 1.3 GHz, QsNet",China,2003,1024,4193.0,5324.8,491488,0,Intel IA-64,Intel IA-64 Itanium 2,1300.0,Legend,Linux,Cluster,Academic,Not Specified,Quadrics,Quadrics,Eastern Asia,Asia
196,University of Reading,IBM,"JS20 Cluster, PPC 970, 2.2 GHz, Myrinet",United Kingdom,2006,736,4149.62,6476.8,0,0,Power,PowerPC 970,2200.0,IBM Cluster,Linux,Cluster,Academic,Not Specified,Myrinet,Myrinet,Northern Europe,Europe
198,University of Minnesota/Supercomputing Institute,IBM,"BladeCenter LS21, Opteron Dual Core 2.6 GHz, Infiniband",United States,2006,1140,4099.0,5928.0,0,0,AMD x86_64,AMD x86_64 Opteron Dual Core,2600.0,IBM Cluster,Linux,Cluster,Academic,Research,Infiniband,Infiniband,North America,Americas
235,Vanderbilt University,IBM,"JS20 Cluster, PPC 970, 2.2 GHz, Myrinet",United States,2006,660,3842.03,5808.0,0,0,Power,PowerPC 970,2200.0,IBM Cluster,SuSE Linux Enterprise Server 9,Cluster,Academic,Not Specified,Myrinet,Myrinet,North America,Americas
244,Westgrid,IBM,"BladeCenter Xeon 3.06 GHz, Gig-Ethernet",Canada,2005,1680,3755.0,10281.6,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,3060.0,IBM Cluster,Linux,Cluster,Academic,Not Specified,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
278,Louisiana State University,IBM,eServer pSeries p5 575 1.9 GHz,United States,2005,560,3711.5,4256.0,0,0,Power,POWER5,1900.0,IBM pSeries,AIX,MPP,Academic,Not Specified,SP Switch,Federation,North America,Americas
319,SharcNet,Hewlett-Packard,"Cluster Platform 4000 DL145 Opteron 2.2 GHz dual core, Myrinet",Canada,2006,1068,3491.0,4699.2,0,0,AMD x86_64,AMD x86_64 Opteron Dual Core,2200.0,HP Cluster Platform 4000,Linux,Cluster,Academic,Not Specified,Myrinet,Myrinet,North America,Americas
340,CINECA,IBM,eServer pSeries p5 575 1.9 GHz,Italy,2005,512,3392.0,3891.2,320000,0,Power,POWER5,1900.0,IBM pSeries,AIX,MPP,Academic,Not Specified,SP Switch,Federation,Southern Europe,Europe
343,Institute of High Performance Computing (IHPC),IBM,eServer pSeries p5 575 1.9 GHz,Singapore,2006,512,3392.0,3891.2,320000,0,Power,POWER5,1900.0,IBM pSeries,AIX,MPP,Academic,Not Specified,SP Switch,Federation,South-eastern Asia,Asia
347,CINECA,IBM,"xSeries, Xeon 3.06 GHz, Myrinet",Italy,2005,1024,3328.0,6266.88,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,3060.0,IBM Cluster,SuSE Linux Enterprise Server 8,Cluster,Academic,Not Specified,Myrinet,Myrinet,Southern Europe,Europe
348,Institute of Scientific Computing/Nankai University,IBM,"xSeries Xeon 3.06 GHz, Myrinet",China,2004,768,3328.0,4700.0,299500,59000,Intel IA-32,Intel IA-32 Pentium 4 Xeon,3060.0,IBM Cluster,Linux,Cluster,Academic,Not Specified,Myrinet,Myrinet,Eastern Asia,Asia
353,Istanbul Technical University (ITU),Hewlett-Packard,"DL360 G5 Cluster, Xeon 2.33 Ghz, Infiniband",Turkey,2006,560,3288.1,5219.2,0,0,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),2333.0,HP Cluster Platform 3000,Linux,Cluster,Academic,Not Specified,Infiniband,Infiniband,Western Asia,Asia
363,University of San Paulo,IBM,"BladeCenter JS21 Cluster, PPC 970, 2.5 GHz, Myrinet",Brazil,2006,448,3182.38,4480.0,0,0,Power,PowerPC 970,2500.0,IBM Cluster,Linux,Cluster,Academic,Research,Myrinet,Myrinet,South America,Americas
372,UCSD/San Diego Supercomputer Center,IBM,"TeraGrid Cluster, Itanium 2 1.3 GHz, Myrinet",United States,2004,768,3152.0,3993.0,350000,0,Intel IA-64,Intel IA-64 Itanium 2,1300.0,NOW - Intel Itanium,SuSE Linux Enterprise Server 8,Cluster,Academic,Not Specified,Myrinet,Myrinet,North America,Americas
375,The University of Nottingham,Sun Microsystems,"Fire V20z Cluster, Opteron 2.2 GHz, Gig Ethernet",United Kingdom,2005,1024,3146.0,4394.0,340000,0,AMD x86_64,AMD x86_64 Opteron,2200.0,Sun Fire - Cluster,SuSE Linux Enterprise Server 9,Cluster,Academic,Not Specified,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
406,University of Sherbrooke,Dell,"PowerEdge 750, P4 3.2 GHz, GigE",Canada,2004,872,3064.0,5580.8,0,0,Intel IA-32,Intel IA-32 Pentium 4,3200.0,Dell PowerEdge Cluster,Linux,Cluster,Academic,Not Specified,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
412,Barcelona Supercomputing Center,IBM,"eServer BladeCenter JS20 (PowerPC970 2.2 GHz), Myrinet",Spain,2006,512,2994.04,4505.6,0,0,Power,PowerPC 970,2200.0,IBM Cluster,SuSE Linux Enterprise Server 9,Cluster,Academic,Not Specified,Myrinet,Myrinet,Southern Europe,Europe
413,IAC - BSC,IBM,"eServer BladeCenter JS20 (PowerPC970 2.2 GHz), Myrinet",Spain,2006,512,2994.04,4505.6,0,0,Power,PowerPC 970,2200.0,IBM Cluster,SuSE Linux Enterprise Server 9,Cluster,Academic,Not Specified,Myrinet,Myrinet,Southern Europe,Europe
414,New York University,IBM,"eServer BladeCenter JS20 (PowerPC970 2.2 GHz), Myrinet",United States,2005,512,2994.04,4505.6,0,0,Power,PowerPC 970,2200.0,IBM Cluster,RedHat Enterprise 4,Cluster,Academic,Not Specified,Myrinet,Myrinet,North America,Americas
415,Universidad de Cantabria - BSC,IBM,"eServer BladeCenter JS20 (PowerPC970 2.2 GHz), Myrinet",Spain,2006,512,2994.04,4505.6,0,0,Power,PowerPC 970,2200.0,IBM Cluster,SuSE Linux Enterprise Server 9,Cluster,Academic,Not Specified,Myrinet,Myrinet,Southern Europe,Europe
416,Universidad de Malaga - BSC,IBM,"eServer BladeCenter JS20 (PowerPC970 2.2 GHz), Myrinet",Spain,2006,512,2994.04,4505.6,0,0,Power,PowerPC 970,2200.0,IBM Cluster,SuSE Linux Enterprise Server 9,Cluster,Academic,Not Specified,Myrinet,Myrinet,Southern Europe,Europe
417,Universidad de Zaragoza - BSC,IBM,"eServer BladeCenter JS20 (PowerPC970 2.2 GHz), Myrinet",Spain,2006,512,2994.04,4505.6,0,0,Power,PowerPC 970,2200.0,IBM Cluster,SuSE Linux Enterprise Server 9,Cluster,Academic,Not Specified,Myrinet,Myrinet,Southern Europe,Europe
419,The University of Florida High-Performance Computing Center,Rackable Systems,"Rackable Foundation C1001, Opteron Dual-Core 2.2GHz, InfiniBand",United States,2006,832,2974.0,3660.0,296000,0,AMD x86_64,AMD x86_64 Opteron,2200.0,Rackable Foundation,Linux,Cluster,Academic,Not Specified,Infiniband,Infiniband,North America,Americas
429,University of Tokyo/Institute for Solid State Physics,SGI,"SGI Altix 3700 Bx2, 1.5 GHz, NUMAlink, GigEth",Japan,2005,1280,2887.0,7680.0,336000,0,Intel IA-64,Intel IA-64 Itanium 2,1500.0,SGI Altix,Linux,MPP,Academic,Not Specified,Mixed,NUMAlink/GigEthernet,Eastern Asia,Asia
433,CINECA,IBM,"BladeCenter LS20, Opteron 2.2 GHz Dual core, Infiniband",Italy,2006,1064,2874.54,4681.6,0,0,AMD x86_64,AMD x86_64 Opteron Dual Core,2200.0,IBM Cluster,Linux,Cluster,Academic,Not Specified,Infiniband,Infiniband,Southern Europe,Europe
480,University of Notre Dame,Sun Microsystems,"Fire V60x/X2100 Cluster Opteron 2.2GHz dual core/Xeon 3.06GHz, GigEthernet",United States,2006,960,2796.0,4618.0,330960,165480,AMD x86_64,AMD x86_64 Opteron Dual Core,2200.0,Sun Fire - Cluster,RedHat Enterprise 4,Cluster,Academic,Not Specified,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
481,"DCSC, University of Copenhagen",IBM,"eServer 326 Cluster. Opteron 2.6 GHz, GigEthernet",Denmark,2005,1024,2791.0,5324.8,0,0,AMD x86_64,AMD x86_64 Opteron,2600.0,IBM Cluster,Linux,Cluster,Academic,Not Specified,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
