Rank,Site,Manufacturer,Computer,Country,Year,Processors,RMax,RPeak,Nmax,Nhalf,Processor Family,Processor,Proc. Frequency,System Family,Operating System,Architecture,Segment,Application Area,Interconnect Family,Interconnect,Region,Continent
2,Pittsburgh Supercomputing Center,Hewlett-Packard,"AlphaServer SC45, 1 GHz",United States,2001,3024,4059.0,6048.0,525000,105000,Alpha,Alpha,1000.0,HP AlphaServer SC/GS,Tru64 UNIX,Cluster,Academic,Not Specified,Quadrics,Quadrics,North America,Americas
7,University of Tokyo,Hitachi,SR8000/MPP,Japan,2001,1152,1709.1,2074.0,141000,16000,Hitachi SR8000,Hitachi SR8000,450.0,Hitachi SR8xxx,HI-UX/MPP,MPP,Academic,Not Specified,Crossbar,Multi-dimensional crossbar,Eastern Asia,Asia
12,Osaka University,NEC,SX-5/128M8 3.2ns,Japan,2001,128,1192.0,1280.0,129536,10240,NEC,NEC,312.5,NEC Vector,Super-UX,Constellations,Academic,Not Specified,Crossbar,Multi-stage crossbar,Eastern Asia,Asia
17,Leibniz Rechenzentrum,Hitachi,SR8000-F1/112,Germany,2000,112,1035.0,1344.0,120000,15160,Hitachi SR8000,Hitachi SR8000,375.0,Hitachi SR8xxx,HI-UX/MPP,MPP,Academic,Not Specified,Crossbar,Multi-dimensional crossbar,Western Europe,Europe
18,UCSD/San Diego Supercomputer Center,IBM,SP Power3 375 MHz 8 way,United States,2000,1152,929.0,1728.0,220000,62000,Power,POWER3,375.0,IBM SP,AIX,MPP,Academic,Not Specified,SP Switch,SP Switch,North America,Americas
22,University of Tokyo,Hitachi,SR8000/128,Japan,1999,128,873.0,1024.0,120000,16000,Hitachi SR8000,Hitachi SR8000,250.0,Hitachi SR8xxx,HI-UX/MPP,MPP,Academic,Not Specified,Crossbar,Multi-dimensional crossbar,Eastern Asia,Asia
26,Institute for Materials Research/Tohoku University,Hitachi,SR8000-G1/64,Japan,2001,64,790.7,921.6,110000,8504,Hitachi SR8000,Hitachi SR8000,450.0,Hitachi SR8xxx,HI-UX/MPP,MPP,Academic,Not Specified,Crossbar,Multi-dimensional crossbar,Eastern Asia,Asia
27,North Carolina Supercomputing Center (NCSC),IBM,SP Power3 375 MHz,United States,2000,720,741.0,1080.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Academic,Not Specified,SP Switch,SP Switch,North America,Americas
31,Australian Partnership for Advanced Computing (APAC),Hewlett-Packard,"AlphaServer SC45, 1 GHz",Australia,2001,480,706.0,960.0,205000,31400,Alpha,Alpha,1000.0,HP AlphaServer SC/GS,Tru64 UNIX,Cluster,Academic,Not Specified,Quadrics,Quadrics,Australia and New Zealand,Oceania
34,NCSA,IBM,Titan Cluster Itanium 800 MHz,United States,2001,320,677.9,1024.0,183000,32000,Intel IA-64,Intel IA-64 Itanium,800.0,NOW - Intel Itanium,Linux,Cluster,Academic,Not Specified,Fast Ethernet,Fast Ethernet,North America,Americas
36,CSAR at the University of Manchester,Cray Inc.,T3E1200,United Kingdom,2000,812,671.0,974.4,0,0,Alpha,Alpha EV56,598.8,Cray T3E/T3D,UNICOS,MPP,Academic,Not Specified,Cray Interconnect,3-D Torus,Northern Europe,Europe
41,NCSA,IBM,Netfinity Cluster PIII 1 GHz - Myrinet,United States,2001,1024,594.0,1024.0,0,0,Intel IA-32,Intel IA-32 Pentium 3,1000.0,IBM Cluster,Linux,Cluster,Academic,Not Specified,Myrinet,Myrinet,North America,Americas
42,University of Tokyo/Institute for Solid State Physics,Hitachi,SR8000-F1/60,Japan,2000,60,577.0,720.0,89000,10000,Hitachi SR8000,Hitachi SR8000,375.0,Hitachi SR8xxx,HI-UX/MPP,MPP,Academic,Not Specified,Crossbar,Multi-dimensional crossbar,Eastern Asia,Asia
43,Kyushu University,Fujitsu,VPP5000/64,Japan,2000,64,563.0,614.4,235776,12288,Fujitsu,Fujitsu,300.0,Fujitsu VPP,UXP/V,MPP,Academic,Not Specified,Crossbar,Full distributed crossbar,Eastern Asia,Asia
50,Indiana University,IBM,SP Power3 375 MHz,United States,2001,508,534.0,762.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Academic,Not Specified,SP Switch,SP Switch,North America,Americas
56,Centre Informatique National (CINES),IBM,SP Power3 375 MHz,France,2001,472,494.0,708.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Academic,Not Specified,SP Switch,SP Switch,Western Europe,Europe
57,Nagoya University,Fujitsu,VPP5000/56,Japan,1999,56,492.0,537.6,228480,12768,Fujitsu,Fujitsu,300.0,Fujitsu VPP,UXP/V,MPP,Academic,Not Specified,Crossbar,Full distributed crossbar,Eastern Asia,Asia
58,Kyoto University,Fujitsu,VPP800/63,Japan,1999,63,482.0,504.0,234360,12852,Fujitsu,Fujitsu,250.0,Fujitsu VPP,UXP/V,MPP,Academic,Not Specified,Crossbar,Full distributed crossbar,Eastern Asia,Asia
76,SARA (Stichting Academisch Rekencentrum),SGI,ORIGIN 3000 500 MHz,Netherlands,2000,512,405.6,512.0,230000,0,MIPS,MIPS R14000,500.0,SGI Origin,IRIX,MPP,Academic,Not Specified,NUMAflex,NUMAflex,Western Europe,Europe
77,SARA (Stichting Academisch Rekencentrum),SGI,ORIGIN 3000 500 MHz,Netherlands,2000,512,405.6,512.0,230000,0,MIPS,MIPS R14000,500.0,SGI Origin,IRIX,MPP,Academic,Not Specified,NUMAflex,NUMAflex,Western Europe,Europe
79,"Center for Computational Science, University of Tsukuba",Hitachi,CP-PACS/2048,Japan,1996,2048,368.2,614.4,103680,30720,PA-RISC,PA-RISC HARP-1E,150.0,Hitachi SR2xxx,HI-UX/MPP,MPP,Academic,Not Specified,Crossbar,Hyper crossbar,Eastern Asia,Asia
85,Pittsburgh Supercomputing Center,Cray Inc.,T3E900,United States,1998,540,341.0,486.0,0,0,Alpha,Alpha EV5,450.5,Cray T3E/T3D,UNICOS,MPP,Academic,Not Specified,Cray Interconnect,3-D Torus,North America,Americas
86,"GSIC Center, Tokyo Institute of Technology",Self-made,Presto III Athlon 1.2 GHz,Japan,2001,256,331.7,614.4,90720,0,AMD,AMD,1200.0,NOW - AMD,Linux,Cluster,Academic,Not Specified,Fast Ethernet,Fast Ethernet,Eastern Asia,Asia
87,University of Minnesota/Supercomputing Institute,IBM,SP Power3 375 MHz,United States,2000,322,330.0,483.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Academic,Not Specified,SP Switch,SP Switch,North America,Americas
90,CSAR at the University of Manchester,SGI,ORIGIN 3000 400 MHz,United Kingdom,2001,512,315.5,409.6,130560,108800,MIPS,MIPS R12000,400.0,SGI Origin,Linux,MPP,Academic,Not Specified,Crossbar,Hypercube,Northern Europe,Europe
98,CNRS/IDRIS,NEC,SX-5/40M3,France,2000,40,303.0,320.0,0,0,NEC,NEC,250.0,NEC Vector,Super-UX,Constellations,Academic,Not Specified,Crossbar,Multi-stage crossbar,Western Europe,Europe
107,CSC (Center for Scientific Computing),Cray Inc.,T3E750,Finland,2000,540,284.0,405.0,0,0,Alpha,Alpha EV5,374.5,Cray T3E/T3D,UNICOS,MPP,Academic,Not Specified,Cray Interconnect,3-D Torus,Northern Europe,Europe
110,NCSA,SGI,ORIGIN 2000 195/250 MHz,United States,1998,1024,264.9,327.68,0,0,MIPS,MIPS,194.9,SGI Origin,IRIX,Constellations,Academic,Not Specified,Crossbar,Hypercube,North America,Americas
112,Pittsburgh Supercomputing Center,Hewlett-Packard,AlphaServer SC ES40/EV67,United States,2000,256,263.6,341.33,106000,20000,Alpha,Alpha EV67,666.7,HP AlphaServer SC/GS,Tru64 UNIX,Cluster,Academic,Not Specified,Quadrics,Quadrics,North America,Americas
114,Centre Informatique National (CINES),SGI,ORIGIN 3000 500 MHz,France,2001,320,259.0,320.0,0,0,MIPS,MIPS R14000,500.0,SGI Origin,IRIX,MPP,Academic,Not Specified,NUMAflex,NUMAflex,Western Europe,Europe
115,Purdue University,IBM,SP Power3 375 MHz,United States,2000,256,257.0,384.0,148000,24000,Power,POWER3,375.0,IBM SP,AIX,MPP,Academic,Not Specified,SP Switch,SP Switch,North America,Americas
117,ZIB/Konrad Zuse-Zentrum fuer Informationstechnik,Cray Inc.,T3E900,Germany,1999,404,253.0,363.6,0,0,Alpha,Alpha EV5,450.5,Cray T3E/T3D,UNICOS,MPP,Academic,Not Specified,Cray Interconnect,3-D Torus,Western Europe,Europe
119,Tohoku University,NEC,SX-4/128H4,Japan,1997,128,244.0,256.0,0,0,NEC,NEC,250.0,NEC Vector,EWS-UX/V,Constellations,Academic,Not Specified,Crossbar,Multi-stage crossbar,Eastern Asia,Asia
120,"Tohoku University, Institute of Fluid Science",SGI,ORIGIN 2000 300 MHz,Japan,2000,640,241.4,384.0,147456,33984,MIPS,MIPS R12000,300.3,SGI Origin,Linux,MPP,Academic,Not Specified,Crossbar,Hypercube,Eastern Asia,Asia
125,University of New Mexico,IBM,LosLobos,United States,2000,512,237.0,375.3,150000,20000,Intel IA-32,Intel IA-32 Pentium 3,735.3,NOW - Intel Pentium,Linux,Cluster,Academic,Not Specified,Fast Ethernet,Fast Ethernet,North America,Americas
131,Hokkaido University,Hitachi,SR8000/32,Japan,2000,32,229.0,256.0,65000,5632,Hitachi SR8000,Hitachi SR8000,250.0,Hitachi SR8xxx,HI-UX/MPP,MPP,Academic,Not Specified,Crossbar,Multi-dimensional crossbar,Eastern Asia,Asia
132,Ohio Supercomputer Center,SGI,SGI 750 Cluster Itanium 733 MHz,United States,2001,128,226.0,375.29,157680,0,Intel IA-64,Intel IA-64 Itanium,733.0,SGI Cluster,Linux,Cluster,Academic,Not Specified,Fast Ethernet,Fast Ethernet,North America,Americas
133,Gesellschaft fuer wissenschaftliche Datenverarbeitung,IBM,SP Power3 375 MHz,Germany,2001,224,226.0,336.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Academic,Not Specified,SP Switch,SP Switch,Western Europe,Europe
136,CINECA,Cray Inc.,T3E1200,Italy,1999,268,221.77,321.6,0,0,Alpha,Alpha EV56,598.8,Cray T3E/T3D,UNICOS,MPP,Academic,Not Specified,Cray Interconnect,3-D Torus,Southern Europe,Europe
137,Technische Universitaet Chemnitz,Self-made,CLIC PIII 800 MHz,Germany,2000,530,221.6,424.0,176640,28272,Intel IA-32,Intel IA-32 Pentium 3,800.0,NOW - Intel Pentium,Linux,Cluster,Academic,Not Specified,Fast Ethernet,Fast Ethernet,Western Europe,Europe
138,University of Edinburgh,Cray Inc.,T3E900,United Kingdom,1997,348,218.0,313.2,0,0,Alpha,Alpha EV5,450.5,Cray T3E/T3D,UNICOS,MPP,Academic,Not Specified,Cray Interconnect,3-D Torus,Northern Europe,Europe
147,University of Alaska - ARSC,IBM,SP Power3 375 MHz,United States,2001,200,203.0,300.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Academic,Not Specified,SP Switch,SP Switch,North America,Americas
