Rank,Site,Manufacturer,Computer,Country,Year,Processors,RMax,RPeak,Nmax,Nhalf,Processor Family,Processor,Proc. Frequency,System Family,Operating System,Architecture,Segment,Application Area,Interconnect Family,Interconnect,Region,Continent
10,Pittsburgh Supercomputing Center,Cray Inc.,T3D MC512-8,United States,1994,512,50.8,76.8,57856,7136,Alpha,Alpha EV4,149.9,Cray T3E/T3D,UNICOS,MPP,Academic,Not Specified,Cray Interconnect,3-D Torus,North America,Americas
11,Cornell Theory Center,IBM,SP2/512,United States,1994,512,44.2,136.19,53000,13500,Power,POWER2,66.5,IBM SP,AIX,MPP,Academic,Not Specified,,,North America,Americas
18,University of Edinburgh,Cray Inc.,T3D MC320-8,United Kingdom,1995,320,31.7,48.0,0,0,Alpha,Alpha EV4,149.9,Cray T3E/T3D,UNICOS,MPP,Academic,Not Specified,Cray Interconnect,3-D Torus,Northern Europe,Europe
19,NCSA,Thinking Machines Corporation,CM-5/512,United States,1993,512,30.4,65.54,36864,16384,Sparc,SuperSPARC I,32.0,TMC CM5,CMOST,MPP,Academic,Not Specified,Fat Tree,"Hypercube, tree",North America,Americas
23,University of Tokyo,Hitachi,S-3800/480,Japan,1993,4,28.4,32.0,15500,830,Hitachi,Hitachi,500.0,Hitachi Vector,VOS3/HAP/ES (IBM MVS compatible) and OSF/1,SMP,Academic,Not Specified,,,Eastern Asia,Asia
24,Caltech/JPL,Cray Inc.,T3D SC256-8/264,United States,1994,256,25.3,38.4,40960,4918,Alpha,Alpha EV4,149.9,Cray T3E/T3D,UNICOS,MPP,Academic,Not Specified,Cray Interconnect,3-D Torus,North America,Americas
27,Ecole Polytechnique Federale de Lausanne,Cray Inc.,T3D MC256-8,Switzerland,1994,256,25.3,38.4,40960,4918,Alpha,Alpha EV4,149.9,Cray T3E/T3D,UNICOS,MPP,Academic,Not Specified,Cray Interconnect,3-D Torus,Western Europe,Europe
32,Tohoku University,NEC,SX-3/44R,Japan,1993,4,23.2,25.6,6400,830,NEC,NEC,400.0,NEC Vector,Super-UX,SMP,Academic,Not Specified,Crossbar,Multi-stage crossbar,Eastern Asia,Asia
34,Kyoto University,Fujitsu,VPP500/16,Japan,1994,16,21.7,25.6,14592,3090,Fujitsu,Fujitsu,100.0,Fujitsu VPP,UXP/V,MPP,Academic,Not Specified,Crossbar,Full distributed crossbar,Eastern Asia,Asia
35,University of Tokyo/Institute for Solid State Physics,Fujitsu,VPP500/16,Japan,1994,16,21.7,25.6,14592,3090,Fujitsu,Fujitsu,100.0,Fujitsu VPP,UXP/V,MPP,Academic,Not Specified,Crossbar,Full distributed crossbar,Eastern Asia,Asia
