Rank,Site,Manufacturer,Computer,Country,Year,Processors,RMax,RPeak,Nmax,Nhalf,Processor Family,Processor,Proc. Frequency,System Family,Operating System,Architecture,Segment,Application Area,Interconnect Family,Interconnect,Region,Continent
7,"Rensselaer Polytechnic Institute, Computional Center for Nanotechnology Innovations",IBM,eServer Blue Gene Solution,United States,2007,32768,73032.0,91750.0,884735,0,Power,PowerPC 440,700.0,IBM BlueGene/L,CNK/SLES 9,MPP,Academic,Research,Proprietary,Proprietary,North America,Americas
8,NCSA,Dell,"PowerEdge 1955, 2.33 GHz, Infiniband",United States,2007,9600,62680.0,89587.2,0,0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2333.0,Dell PowerEdge Cluster,Linux,Cluster,Academic,Not Specified,Infiniband,Infiniband SDR,North America,Americas
9,Barcelona Supercomputing Center,IBM,"BladeCenter JS21 Cluster, PPC 970, 2.3 GHz, Myrinet",Spain,2006,10240,62630.0,94208.0,0,0,Power,PowerPC 970,2300.0,IBM Cluster,SuSE Linux Enterprise Server 9,Cluster,Academic,Medicine,Myrinet,Myrinet,Southern Europe,Europe
10,Leibniz Rechenzentrum,SGI,Altix 4700 1.6 GHz,Germany,2007,9728,56520.0,62259.2,1583232,0,Intel IA-64,Intel IA-64 Itanium 2,1600.0,SGI Altix,SUSE Linux Enterprise Server 10,MPP,Academic,Not Specified,NUMAlink,NUMAlink,Western Europe,Europe
14,"GSIC Center, Tokyo Institute of Technology",NEC/Sun,"Sun Fire x4600 Cluster, Opteron 2.4/2.6 GHz and ClearSpeed Accelerator, Infiniband",Japan,2006,11088,48880.0,78796.8,1057536,0,AMD x86_64,AMD x86_64 Opteron Dual Core,2400.0,Sun Fire - Cluster,SuSE Linux Enterprise Server 9,Cluster,Academic,Research,Infiniband,Infiniband,Eastern Asia,Asia
15,Texas Advanced Computing Center/Univ. of Texas,Dell,"PowerEdge 1955, 2.66 GHz, Infiniband",United States,2007,5848,46730.0,62220.0,1187200,0,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),2667.0,Dell PowerEdge Cluster,Linux,Cluster,Academic,Not Specified,Infiniband,Infiniband,North America,Americas
23,Louisiana Optical Network Initiative,Dell,"PowerEdge 1950, 2.33 GHz, Infiniband",United States,2007,5440,34780.0,50766.1,0,0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2333.0,Dell PowerEdge Cluster,RedHat Enterprise 4,Cluster,Academic,Research,Infiniband,Infiniband DDR,North America,Americas
25,University of North Carolina,Dell,"PowerEdge 1955, 2.33 GHz, Cisco/Topspin Infiniband",United States,2007,4160,28770.0,38821.1,0,0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2333.0,Dell PowerEdge Cluster,Linux,Cluster,Academic,Research,Infiniband,Infiniband SDR,North America,Americas
26,ASTRON/University Groningen,IBM,eServer Blue Gene Solution,Netherlands,2005,12288,27450.0,34406.4,516095,0,Power,PowerPC 440,700.0,IBM BlueGene/L,CNK/SLES 9,MPP,Academic,Research,Proprietary,Proprietary,Western Europe,Europe
29,Caltech,Dell,"PowerEdge 1950, 2.33 GHz, Myrinet",United States,2007,4096,22590.0,37700.0,761392,0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2333.0,Dell PowerEdge Cluster,Linux,Cluster,Academic,Not Specified,Myrinet,Myrinet,North America,Americas
30,Indiana University,IBM,"BladeCenter JS21 Cluster, PPC 970, 2.5 GHz, Myrinet",United States,2007,3072,21790.0,30720.0,758000,0,Power,PowerPC 970,2500.0,IBM Cluster,SuSE Linux Enterprise Server 9,Cluster,Academic,Not Specified,Myrinet,Myrinet,North America,Americas
35,National Center for High Performance Computing,IBM,"xSeries x3550 Cluster Xeon, 3 GHz, Infiniband",Taiwan,2007,2072,19910.0,24860.0,968000,0,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),3000.0,IBM Cluster,Linux,Cluster,Academic,Research,Infiniband,Infiniband,Eastern Asia,Asia
36,University of Reading,IBM,"BladeCenter JS21 Cluster, PPC 970, 2.3 GHz, Myrinet",United Kingdom,2007,3040,19039.5,27968.0,0,0,Power,PowerPC 970,2300.0,IBM Cluster,Linux,Cluster,Academic,Research,Myrinet,Myrinet,Northern Europe,Europe
39,Ecole Polytechnique Federale de Lausanne,IBM,eServer Blue Gene Solution,Switzerland,2005,8192,18665.0,22937.6,442367,0,Power,PowerPC 440,700.0,IBM BlueGene/L,CNK/SLES 9,MPP,Academic,Research,Proprietary,Proprietary,Western Europe,Europe
44,Cambridge University,Dell,"PowerEdge 1950, 3.0 GHz, Infinipath",United Kingdom,2006,2340,18270.0,28080.0,713000,0,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),3000.0,Dell PowerEdge Cluster,Linux,Cluster,Academic,Research,Infiniband,InfiniPath,Northern Europe,Europe
45,University of Minnesota,SGI,"SGI Altix XE 1300 Cluster Solutions, 2.66GHZ, Infiniband",United States,2007,2048,17310.0,21791.0,638448,0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2667.0,SGI Altix,SUSE Linux Enterprise Server 10,MPP,Academic,Not Specified,Infiniband,Infiniband DDR,North America,Americas
46,Pittsburgh Supercomputing Center,Cray Inc.,"Cray XT3, 2.6 GHz dual Core",United States,2006,4136,17000.0,21507.2,0,0,AMD x86_64,AMD x86_64 Opteron Dual Core,2600.0,Cray XT3,UNICOS/SUSE Linux,MPP,Academic,Not Specified,Cray Interconnect,XT3 Internal Interconnect,North America,Americas
47,NCSA,Dell,"PowerEdge 1955, 2.66 GHz, Infiniband",United States,2007,2048,16680.0,21300.0,650000,0,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),2667.0,Dell PowerEdge Cluster,Linux,Cluster,Academic,Not Specified,Infiniband,Infiniband,North America,Americas
51,University of Tokyo,Hitachi,SR11000-J2,Japan,2007,128,15811.0,18841.6,645120,116640,Power,POWER5+,2300.0,Hitachi SR11000,AIX,MPP,Academic,Not Specified,SP Switch,Federation,Eastern Asia,Asia
52,University of Southern California,Sun Microsystems,"Pentium4 Xeon, EM64T, Opteron, Opteron dual core, Cluster, Myrinet",United States,2007,5400,15780.0,20520.0,720000,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2331.03,NOW - Intel Pentium,Linux,Cluster,Academic,Research,Myrinet,Myrinet,North America,Americas
54,Stanford University/Biomedical Computational Facility,Dell,"PowerEdge 1950, 2.33 GHz, Infiniband",United States,2007,2208,15570.0,20578.0,730000,0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2333.0,Dell PowerEdge Cluster,Linux,Cluster,Academic,Not Specified,Infiniband,Infiniband DDR,North America,Americas
61,CeSViMa - BSC,IBM,"BladeCenter JS20 Cluster, PPC 970, 2.2 GHz, Myrinet",Spain,2006,2408,14000.0,21190.4,0,0,Power,PowerPC 970,2200.0,IBM Cluster,SuSE Linux Enterprise Server 9,Cluster,Academic,Not Specified,Myrinet,Myrinet,Southern Europe,Europe
63,UCSD/San Diego Supercomputer Center,IBM,eServer Blue Gene Solution,United States,2006,6144,13780.0,17203.2,0,0,Power,PowerPC 440,700.0,IBM BlueGene/L,CNK/SLES 9,MPP,Academic,Not Specified,Proprietary,Proprietary,North America,Americas
65,HPCx,IBM,eServer pSeries p5 575 1.5 GHz,United Kingdom,2006,2560,12940.0,15360.0,600000,0,Power,POWER5,1500.0,IBM pSeries,AIX,MPP,Academic,Not Specified,SP Switch,Federation,Northern Europe,Europe
66,University of Kentucky,IBM,"BladeCenter HS21 Cluster, Xeon dual core 3.0 GHz, Infiniband",United States,2007,1360,12832.0,16320.0,0,0,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),3000.0,IBM Cluster,Linux,Cluster,Academic,Research,Infiniband,Infiniband,North America,Americas
67,CINECA,IBM,"eServer 326 Cluster, Opteron Dual Core 2.6 GHz, Infiniband",Italy,2006,5120,12608.0,26624.0,0,0,AMD x86_64,AMD x86_64 Opteron Dual Core,2600.0,IBM Cluster,Linux,Cluster,Academic,Not Specified,Infiniband,Infiniband,Southern Europe,Europe
69,Brigham Young University,Dell,"PowerEdge 1955, 2.66 GHz, GigEthernet",United States,2006,2520,12510.0,26812.0,0,0,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),2667.0,Dell PowerEdge Cluster,RedHat Enterprise 4,Cluster,Academic,Research,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
71,Virginia Tech,Self-made,1100 Dual 2.3 GHz Apple XServe/Mellanox Infiniband 4X/Cisco GigE,United States,2004,2200,12250.0,20240.0,620000,0,Power,PowerPC 970,2300.0,NOW  - PowerPC,MacOS X,Cluster,Academic,Not Specified,Infiniband,Infiniband,North America,Americas
73,Technische Universitaet Dresden,SGI,Altix 4700 1.6 GHz,Germany,2006,2048,11913.2,13107.2,440832,0,Intel IA-64,Intel IA-64 Itanium 2,1600.0,SGI Altix,SUSE Linux Enterprise Server 10,MPP,Academic,Research,NUMAlink,NUMAlink,Western Europe,Europe
74,Scientific Supercomputing Center Karlsruhe,Hewlett-Packard,Cluster Platform 4000 DL145 Opteron Dual Core 2.6 GHz Infiniband,Germany,2006,3000,11856.0,15600.0,0,0,AMD x86_64,AMD x86_64 Opteron Dual Core,2600.0,HP Cluster Platform 4000,Linux,Cluster,Academic,Not Specified,Infiniband,Infiniband,Western Europe,Europe
77,SARA (Stichting Academisch Rekencentrum),IBM,"eServer pSeries 575, p5+ 1.9 GHz, Infiniband",Netherlands,2007,1920,11490.0,14592.0,576000,0,Power,POWER5+,1900.0,IBM pSeries,Linux,MPP,Academic,Research,Infiniband,Infiniband,Western Europe,Europe
79,Technische Universitaet Dresden,Linux Networx,"Opteron dual core 2.6 GHz, Infiniband",Germany,2007,2576,10880.0,13395.0,742560,109200,AMD x86_64,AMD x86_64 Opteron Dual Core,2600.0,Linux Networx Evolocity,SUSE Linux Enterprise Server 10,Cluster,Academic,Not Specified,Infiniband,Infiniband,Western Europe,Europe
