Rank,Previous Rank,First Appearance,First Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator/Co-Processor Cores,Rmax [TFlop/s],Rpeak [TFlop/s],Nmax,Nhalf,HPCG [TFlop/s],Power (kW),Power Source,Energy Efficiency [GFlops/Watts],Memory,Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Continent,Site ID,System ID
386,344.0,51,61,JFRS-1,"Cray XC50, Xeon Gold 6148 20C 2.4GHz, Aries interconnect ","Rokkasho Fusion Institute, National Institutes for Quantum and Radiological Science and Technology",HPE,Japan,2018,Research,54560,,2787.14,4190.208,5412096.0,,,697.51,Submitted,3.995842354,,MPP,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,2400,Cray Linux Environment ,Linux,None,20,Xeon Gold (Skylake),Cray XC50,Cray XC,Custom Interconnect,Aries interconnect ,Asia,50767,179417
387,345.0,54,91,,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2019,Industry,68000,,2779.84,5440.0,5713152.0,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,None,20,Xeon Gold (Skylake),ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Asia,50329,179748
388,356.0,60,245,Lucia,"HPE Proliant XL675d Gen10 Plus, AMD EPYC 7513 32C 2.6GHz, NVIDIA A100 SXM4 40 GB, Infiniband HDR, RHEL 8.6",Cenaero,HPE,Belgium,2022,Industry,23200,21600.0,2776.0,3966.56,1025280.0,,,103.84,Submitted,26.73343606,,Cluster,AMD EPYC 7513 32C 2.6GHz,AMD Zen-3 (Milan),2600,RHEL 8.6,Linux,NVIDIA A100 SXM4 40 GB,32,AMD Zen-3 (Milan),HPE Proliant XL675d Gen10 Plus,HPE Proliant,Infiniband,Infiniband HDR,Europe,49702,180122
389,346.0,62,310,,"NEC LX HPC 224Rk-1, AMD EPYC 9454 48C 2.75GHz, Intel Omni-Path",Volkswagen AG at Green Mountain A/S,NEC,Norway,2023,Industry,59520,,2775.4,3475.97,4826880.0,,,,,,,Cluster,AMD EPYC 9454 48C 2.75GHz,AMD Zen-4 (Genoa),2750,RedHat Enterprise Linux,Linux,None,48,AMD Zen-4 (Genoa),NEC LX HPC 224Rk-1,NEC Cluster,Omnipath,Intel Omni-Path,Europe,50955,180221
390,347.0,57,156,,"ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 10G Ethernet",Service Provider T,Lenovo,China,2021,Industry,72960,,2774.23,5836.8,5402112.0,,,,,,,Cluster,Xeon Gold 6233 24C 2.5GHz,Intel Cascade lake,2500,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Asia,50854,179923
391,348.0,57,157,Spartan3,"BullSequana XH2000, AMD EPYC 7763 64C 2.45GHz, Mellanox InfiniBand HDR100",Atos,EVIDEN,France,2021,Vendor,92160,,2751.0,3612.67,4423680.0,,,,,,,Cluster,AMD EPYC 7763 64C 2.45GHz,AMD Zen-3 (Milan),2450,Linux,Linux,None,64,AMD Zen-3 (Milan),BullSequana XH2000,BullSequana,Infiniband,InfiniBand HDR100,Europe,50630,179935
392,349.0,56,121,ZZ2,"ThinkSystem HR650X, Xeon Gold 6133 20C 2.5GHz, 10G Ethernet",Service Provider T,Lenovo,China,2020,Industry,67200,,2749.28,5376.0,4637184.0,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,None,20,Xeon Gold (Skylake),ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Asia,50854,179898
393,350.0,55,103,,"ThinkSystem SR650, Xeon Gold 6248 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2019,Industry,66400,,2746.3,5312.0,5645568.0,,,,,,,Cluster,Xeon Gold 6248 20C 2.5GHz,Intel Cascade lake,2500,Linux,Linux,None,20,Xeon Gold 62xx (Cascade Lake),ThinkSystem SR650,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Asia,50329,179810
394,351.0,54,92,,"ThinkSystem SR650, Xeon Gold 6240 18C 2.6GHz, NVIDIA Tesla V100, Infiniband EDR",Government,Lenovo,China,2019,Government,59976,48960.0,2744.84,5354.878,2423808.0,,,,,,,Cluster,Xeon Gold 6240 18C 2.6GHz,Intel Cascade lake,2600,Linux,Linux,NVIDIA Tesla V100,18,Xeon Gold 62xx (Cascade Lake),ThinkSystem SR650,Lenovo ThinkSystem,Infiniband,Infiniband EDR,Asia,50774,179742
395,352.0,57,161,,"ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 10G Ethernet",Service Provider T,Lenovo,China,2021,Industry,72000,,2742.91,5760.0,5366400.0,,,,,,,Cluster,Xeon Gold 6233 24C 2.5GHz,Intel Cascade lake,2500,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Asia,50854,179922
397,354.0,54,94,SNL/NNSA CTS-1 Attaway,"Tundra Extreme Scale, Xeon Gold 6140 18C 2.3GHz, Intel Omni-Path",Sandia National Laboratories,Penguin Computing,United States,2019,Research,52920,,2724.52,3894.912,4999680.0,,38.8,750.0,Submitted,3.632693333,,Cluster,Xeon Gold 6140 18C 2.3GHz,Intel Skylake,2300,Linux/TOSS,Linux,None,18,Xeon Gold (Skylake),Tundra Extreme Scale,Penguin Computing Cluster,Omnipath,Intel Omni-Path,North America,48748,179777
398,355.0,56,126,ZZ3,"ThinkSystem HR650X, Xeon Gold 6133 20C 2.5GHz, 10G Ethernet",Service Provider T,Lenovo,China,2020,Industry,66400,,2721.33,5312.0,4609536.0,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,None,20,Xeon Gold (Skylake),ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Asia,50854,179888
399,357.0,57,165,,"ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 10G Ethernet",Service Provider T,Lenovo,China,2021,Industry,71040,,2710.88,5683.2,5330688.0,,,,,,,Cluster,Xeon Gold 6233 24C 2.5GHz,Intel Cascade lake,2500,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Asia,50854,179921
400,,64,400,Arka AI/ML,"NVIDIA DGX H100, Xeon Platinum 8480C 56C 2GHz, NVIDIA H100 SXM5 80GB, Octo-rail NVIDIA HDR100 Infiniband, Red Hat Enterprise Linux",Indian Institute of Tropical Meteorology,EVIDEN,India,2024,Research,8176,7392.0,2703.0,3746.85,691200.0,,,,,,,Cluster,Xeon Platinum 8480C 56C 2GHz,Intel Sapphire Rapids,2000,Red Hat Enterprise Linux,Linux,NVIDIA H100 SXM5 80GB,56,Xeon Platinum (Sapphire Rapids),NVIDIA DGX H100,NVIDIA DGX,Infiniband,Octo-rail NVIDIA HDR100 Infiniband,Asia,50296,180306
401,358.0,56,127,ZZ4,"ThinkSystem HR650X, Xeon Gold 6133 20C 2.5GHz, 10G Ethernet",Service Provider T,Lenovo,China,2020,Industry,65600,,2691.69,5248.0,4581888.0,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,None,20,Xeon Gold (Skylake),ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Asia,50854,179889
402,359.0,57,167,,"ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 10G Ethernet",Service Provider T,Lenovo,China,2021,Industry,70080,,2677.05,5606.4,5294592.0,,,,,,,Cluster,Xeon Gold 6233 24C 2.5GHz,Intel Cascade lake,2500,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Asia,50854,179920
403,360.0,55,107,Banting,"Cray XC50, Xeon Gold 6148 20C 2.4GHz, Aries interconnect ",Shared Services Canada,HPE,Canada,2019,Government,53200,,2676.74,4085.76,2799744.0,,,,,,,MPP,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,2400,Cray Linux Environment ,Linux,None,20,Xeon Gold (Skylake),Cray XC50,Cray XC,Custom Interconnect,Aries interconnect ,North America,50719,179862
404,361.0,54,95,Hypercluster,"NVIDIA DGX-2, Xeon Platinum 8168 24C 2.7GHz, NVIDIA Tesla V100, Mellanox InfiniBand EDR",Microsoft Research ,Nvidia,United States,2019,Research,47808,46080.0,2666.0,4219.085,1531040.0,,,,,,,Cluster,Xeon Platinum 8168 24C 2.7GHz,Intel Skylake,2700,Ubuntu 18.04.01,Linux,NVIDIA Tesla V100,24,Xeon Platinum (Skylake),NVIDIA DGX-2,NVIDIA DGX,Infiniband,Mellanox InfiniBand EDR,North America,50819,179775
405,362.0,59,227,A14A,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",Software Company MCA,Lenovo,Canada,2022,Industry,78336,,2661.56,5264.18,4957440.0,,,,,,,Cluster,Xeon Gold 6252 24C 2.1GHz,Intel Cascade lake,2100,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem C0366,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,North America,50931,180063
406,363.0,60,252,NO2,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",Software Company MUS,Lenovo,United States,2022,Industry,78336,,2661.56,5264.18,4957440.0,,,,,,,Cluster,Xeon Gold 6252 24C 2.1GHz,Intel Cascade lake,2100,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem C0366,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,North America,50905,180110
407,364.0,56,130,ZZ5,"ThinkSystem HR650X, Xeon Gold 6133 20C 2.5GHz, 10G Ethernet",Service Provider T,Lenovo,China,2020,Industry,64800,,2661.46,5184.0,4553856.0,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,None,20,Xeon Gold (Skylake),ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Asia,50854,179890
408,365.0,56,131,ZZ6,"ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 10G Ethernet",Service Provider T,Lenovo,China,2020,Industry,69120,,2654.04,5529.6,4293120.0,,,,,,,Cluster,Xeon Gold 6233 24C 2.5GHz,Intel Cascade lake,2500,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Asia,50854,179891
409,366.0,55,109,,"ThinkSystem SR590, Xeon Gold 5218 16C 2.3GHz, 10G Ethernet",Cloud Company,Lenovo,China,2020,Industry,128000,,2651.95,4710.4,8763648.0,,,,,,,Cluster,Xeon Gold 5218 16C 2.3GHz,Intel Skylake,2300,Linux,Linux,None,16,Xeon Gold (Skylake),ThinkSystem SR590,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Asia,50775,179850
411,368.0,48,42,LLNL/NNSA CTS-1 Jade,"Tundra Extreme Scale, Xeon E5-2695v4 18C 2.1GHz, Intel Omni-Path",Lawrence Livermore National Laboratory,Penguin Computing,United States,2016,Research,95472,,2632.51,3207.8592,5601024.0,,,13620.0,Submitted,0.1932826725,,Cluster,Xeon E5-2695v4 18C 2.1GHz,Intel Broadwell,2100,Linux/TOSS,Linux,None,18,Intel Xeon E5 (Broadwell),Tundra Extreme Scale,Penguin Computing Cluster,Omnipath,Intel Omni-Path,North America,48247,178969
412,369.0,48,43,LLNL CTS-1 Quartz,"Tundra Extreme Scale, Xeon E5-2695v4 18C 2.1GHz, Intel Omni-Path",Lawrence Livermore National Laboratory,Penguin Computing,United States,2016,Research,95472,,2632.51,3207.8592,5601024.0,,,13620.0,Submitted,0.1932826725,,Cluster,Xeon E5-2695v4 18C 2.1GHz,Intel Broadwell,2100,Linux/TOSS,Linux,None,18,Intel Xeon E5 (Broadwell),Tundra Extreme Scale,Penguin Computing Cluster,Omnipath,Intel Omni-Path,North America,48247,178971
413,370.0,60,260,NEA1,"ThinkSystem SR630, Intel Xeon Gold 4214R 12C 2.4GHz, 10G Ethernet",Service Provider NE,Lenovo,China,2022,Industry,144000,,2632.45,5529.6,8763648.0,,,,,,,Cluster,Intel Xeon Gold 4214R 12C 2.4GHz,Intel Cascade lake,2400,Linux,Linux,None,12,Xeon Gold 42xx (Cascade Lake),ThinkSystem SR630,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Asia,50942,180112
414,371.0,54,98,,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2019,Industry,64000,,2621.44,5120.0,5542656.0,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,None,20,Xeon Gold (Skylake),ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Asia,50329,179747
416,373.0,58,216,A7A,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",Software Company MUS,Lenovo,United States,2021,Industry,76800,,2609.38,5160.96,4957440.0,,,,,,,Cluster,Xeon Gold 6252 24C 2.1GHz,Intel Cascade lake,2100,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem C0366,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,North America,50905,179993
417,374.0,58,217,A7A,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",Software Company MUS,Lenovo,United States,2021,Industry,76800,,2609.38,5160.96,4957440.0,,,,,,,Cluster,Xeon Gold 6252 24C 2.1GHz,Intel Cascade lake,2100,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem C0366,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,North America,50905,179995
418,375.0,58,218,A1B,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",Software Company MUS,Lenovo,United States,2021,Industry,76800,,2609.38,5160.96,4957440.0,,,,,,,Cluster,Xeon Gold 6252 24C 2.1GHz,Intel Cascade lake,2100,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem C0366,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,North America,50905,180003
419,376.0,60,266,NO1,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",Software Company MUS,Lenovo,United States,2022,Industry,76800,,2609.37,5160.96,4957440.0,,,,,,,Cluster,Xeon Gold 6252 24C 2.1GHz,Intel Cascade lake,2100,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem C0366,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,North America,50905,180111
420,377.0,57,178,,"ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 10G Ethernet",Service Provider T,Lenovo,China,2021,Industry,68160,,2609.16,5452.8,5221632.0,,,,,,,Cluster,Xeon Gold 6233 24C 2.5GHz,Intel Cascade lake,2500,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Asia,50854,179919
422,379.0,55,115,Daley,"Cray XC50, Xeon Gold 6148 20C 2.4GHz, Aries interconnect ",Shared Services Canada,HPE,Canada,2019,Government,53200,,2598.28,4085.76,2799744.0,,,,,,,MPP,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,2400,Cray Linux Environment ,Linux,None,20,Xeon Gold (Skylake),Cray XC50,Cray XC,Custom Interconnect,Aries interconnect ,North America,50719,179863
424,381.0,49,48,HPC3,"Lenovo NeXtScale nx360M5, Xeon E5-2697v4 18C 2.3GHz, Infiniband EDR, NVIDIA Tesla K80",Energy Company (A),Lenovo,Italy,2017,Industry,66000,39000.0,2592.0,3798.6,3184896.0,,,,,,,Cluster,Xeon E5-2697v4 18C 2.3GHz,Intel Broadwell,2300,Linux,Linux,NVIDIA Tesla K80,18,Intel Xeon E5 (Broadwell),Lenovo NeXtScale nx360 M5,Lenovo NeXtScale,Infiniband,Infiniband EDR,Europe,49438,179071
425,382.0,55,117,,"ThinkSystem SR650, Xeon Gold 6248 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2020,Industry,62400,,2590.84,4992.0,5472768.0,,,,,,,Cluster,Xeon Gold 6248 20C 2.5GHz,Intel Cascade lake,2500,Linux,Linux,None,20,Xeon Gold 62xx (Cascade Lake),ThinkSystem SR650,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Asia,50329,179812
426,383.0,61,311,Conesus,"PowerEdge C6220, Xeon Platinum 8480+ 56C 2GHz, Infiniband HDR200",University of Rochester - Laboratory for Laser Energetics,DELL,United States,2023,Research,43008,,2589.48,2752.51,4869888.0,,,409.25,Submitted,6.327379352,,Cluster,Xeon Platinum 8480+ 56C 2GHz,Intel Sapphire Rapids,2000,TOSS 4 Linux,Linux,None,56,Xeon Platinum (Sapphire Rapids),PowerEdge C6220,Dell PowerEdge Cluster,Infiniband,Infiniband HDR200,North America,50958,180176
427,384.0,55,118,,"ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2020,Industry,64320,,2583.09,5145.6,5072256.0,,,,,,,Cluster,Xeon Gold 6233 24C 2.5GHz,Intel Cascade lake,2500,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Asia,50329,179811
428,385.0,57,185,,"ThinkSystem HR650X, Xeon Gold 6230R 26C 2.1GHz, 10G Ethernet",Service Provider K,Lenovo,China,2021,Industry,83200,,2581.02,5591.04,5542656.0,,,,,,,Cluster,Xeon Gold 6230R 26C 2.1GHz,Intel Cascade lake,2100,Linux,Linux,None,26,Xeon Gold 62xx (Cascade Lake),ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Asia,50885,179915
429,386.0,59,247,ASPIRE 2A (CPU Partition),"HPE Cray EX425, AMD EPYC 7713 64C 2GHz, Slingshot-10",National Supercomputing Centre Singapore,HPE,Singapore,2022,Research,98304,,2578.58,3108.86,4567488.0,,51.7921,,,,,MPP,AMD EPYC 7713 64C 2GHz,AMD Zen-3 (Milan),2000,RHEL 8.3,Linux,None,64,AMD Zen-3 (Milan),HPE Cray EX425,HPE Cray EX,Gigabit Ethernet,Slingshot-10,Asia,50631,180078
430,387.0,57,186,,"ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 10G Ethernet",Service Provider T,Lenovo,China,2021,Industry,67200,,2574.02,5376.0,5184768.0,,,,,,,Cluster,Xeon Gold 6233 24C 2.5GHz,Intel Cascade lake,2500,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Asia,50854,179918
431,388.0,51,66,Mihir,"Cray XC40, Xeon E5-2695v4 18C 2.1GHz, Aries interconnect ",National Centre for Medium Range Weather Forecasting,HPE,India,2018,Research,83592,,2570.4,2808.691,3349440.0,,,954.73,Submitted,2.692279493,,MPP,Xeon E5-2695v4 18C 2.1GHz,Intel Broadwell,2100,Cray Linux Environment ,Linux,None,18,Intel Xeon E5 (Broadwell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,Asia,50235,179418
432,389.0,56,146,Spartan2,"Bull Sequana XH2000 , AMD EPYC 7402 24C 2.8GHz, NVIDIA A100, Mellanox HDR Infiniband",Atos,EVIDEN,France,2020,Vendor,23040,20736.0,2566.0,3847.22,981504.0,,66.6999,105.76,Submitted,24.26248109,,Cluster,AMD EPYC 7402 24C 2.8GHz,AMD Zen-2 (Rome),2800,Linux,Linux,NVIDIA A100,24,AMD Zen-2 (Rome),BullSequana XH2000,BullSequana,Infiniband,Mellanox HDR Infiniband,Europe,50630,179893
433,390.0,63,390,,"PRIMERGY CX2550M7, Xeon CPU Max 9480 56C 1.9GHz, Infiniband NDR200",Japan Meteorological Agency,Fujitsu,Japan,2023,Research,55552,,2547.81,3377.56,2621477.0,,,438.03,Submitted,5.816519416,,Cluster,Xeon CPU Max 9480 56C 1.9GHz,Intel Sapphire Rapids,1900,Red Hat Enterprise Linux,Linux,None,56,Intel Xeon Max,PRIMERGY CX2550M7,Fujitsu PRIMERGY,Infiniband,Infiniband NDR200,Asia,48169,180278
434,391.0,63,391,,"PRIMERGY CX2550M7, Xeon CPU Max 9480 56C 1.9GHz, Infiniband NDR200",Japan Meteorological Agency,Fujitsu,Japan,2023,Research,55552,,2547.81,3377.56,2621477.0,,,438.03,Submitted,5.816519416,,Cluster,Xeon CPU Max 9480 56C 1.9GHz,Intel Sapphire Rapids,1900,Red Hat Enterprise Linux,Linux,None,56,Intel Xeon Max,PRIMERGY CX2550M7,Fujitsu PRIMERGY,Infiniband,Infiniband NDR200,Asia,48169,180279
435,392.0,51,68,PAI-BSystem,"Sugon TC4600LP/W740I, Xeon Gold 6142 16C 2.6GHz, Infiniband EDR, NVIDIA Tesla P100",China Meteorological Administration,Sugon,China,2018,Research,50816,2688.0,2547.0,4229.8496,5498000.0,,,710.0,Submitted,3.587323944,,Cluster,Xeon Gold 6142 16C 2.6GHz,Intel Skylake,2600,RHEL 7.3,Linux,NVIDIA Tesla P100,16,Xeon Gold (Skylake),Sugon TC4600LP,Sugon Cluster,Infiniband,Infiniband EDR,Asia,47551,179440
437,393.0,42,14,cascade,"Atipa Visione IF442 Blade Server, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi 5110P",DOE/SC/Pacific Northwest National Laboratory,Atipa,United States,2013,Research,194616,171720.0,2539.13,3388.032,4032000.0,,,1384.0,Submitted,1.834631503,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,Intel Xeon Phi 5110P,8,Intel Xeon E5 (SandyBridge),Atipa Visione IF442 Blade Server,Atipa Cluster,Infiniband,Infiniband FDR,North America,48611,178250
438,451.0,59,372,Champollion,"Apollo 6500, AMD EPYC 7763 64C 2.45GHz, NVIDIA A100 SXM4 80 GB, Infiniband HDR, RHEL 8.5",Hewlett Packard Enterprise,HPE,France,2022,Vendor,19840,17280.0,2537.0,3118.69,1081344.0,,55.8417,59.63,Submitted,42.54569847,,Cluster,AMD EPYC 7763 64C 2.45GHz,AMD Zen-3 (Milan),2450,RHEL 8.5,Linux,NVIDIA A100 SXM4 80 GB,64,AMD Zen-3 (Milan),Apollo 6500,HPE Apollo,Infiniband,Infiniband HDR,Europe,50928,180073
439,394.0,58,233,Rattler,"PowerEdge XE8545, AMD EPYC 7713 64C 2GHz, NVIDIA A100 80GB​, Infiniband HDR200 dual rail",Dell Technologies HPC & AI Innovation Lab,DELL,United States,2021,Vendor,26880,20736.0,2531.0,3940.61,999936.0,,43.25,,,,,Cluster,AMD EPYC 7713 64C 2GHz,AMD Zen-3 (Milan),2000,RHEL,Linux,NVIDIA Tesla A100 40G,64,AMD Zen-3 (Milan),PowerEdge XE8545,Dell PowerEdge Cluster,Infiniband,Infiniband HDR200 dual rail,North America,50904,180040
441,395.0,62,359,HEMUS,"HPE Proliant XL675d Gen10 Plus, AMD EPYC 7742 64C 2.25GHz, NVIDIA A100 SXM4 40 GB, Infiniband HDR",Institute of Information and Communication Technologies at the Bulgarian Academy of Sciences,HPE,Bulgaria,2023,Research,19840,17280.0,2526.0,3212.16,786432.0,,36.4192,,,,,Cluster,AMD EPYC 7742 64C 2.25GHz,AMD Zen-2 (Rome),2250,SUSE Linux,Linux,NVIDIA A100 SXM4 40 GB,64,AMD Zen-2 (Rome),HPE Proliant XL675d Gen10 Plus,HPE Proliant,Infiniband,Infiniband HDR,Europe,50586,180208
442,396.0,62,360,Improv,"PowerEdge R6525, AMD EPYC 7713 64C 2GHz, Infiniband",DOE/SC/Argonne National Laboratory,DELL,United States,2023,Research,105600,,2509.7,3379.2,5004704.0,,,,,,,Cluster,AMD EPYC 7713 64C 2GHz,AMD Zen-3 (Milan),2000,RHEL,Linux,None,64,AMD Zen-3 (Milan),PowerEdge R6525,Dell PowerEdge Cluster,Infiniband,Infiniband,North America,47347,180225
444,399.0,63,399,Crash1,"ThinkSystem SD650 V2, Xeon Platinum 8358 32C 2.6GHz, Mellanox HDR Infiniband",Automotive Company,Lenovo,Sweden,2022,Industry,40448,,2490.39,3365.27,5529600.0,,,,,,,Cluster,Xeon Platinum 8358 32C 2.6GHz,Intel Ice Lake,2600,Linux,Linux,None,32,Xeon Platinum 83xx (Ice Lake),ThinkSystem SD650 V2,Lenovo ThinkSystem,Infiniband,Mellanox HDR Infiniband,Europe,51025,180242
445,400.0,55,125,,"ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2020,Industry,61440,,2487.09,4915.2,4957440.0,,,,,,,Cluster,Xeon Gold 6233 24C 2.5GHz,Intel Cascade lake,2500,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Asia,50329,179813
446,401.0,44,20,Excalibur,"Cray XC40, Xeon E5-2698v3 16C 2.3GHz, Aries interconnect ",Army Research Laboratory DoD Supercomputing Resource Center (ARL DSRC),HPE,United States,2014,Government,100064,,2485.0,3682.3552,6441408.0,,,1465.78,Submitted,1.695343094,,MPP,Xeon E5-2698v3 16C 2.3GHz,Intel Haswell,2300,Cray Linux Environment ,Linux,None,16,Intel Xeon E5 (Haswell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,North America,50423,178447
449,404.0,55,128,,"Inspur NF5468M5, Xeon Gold 6242 16C 2.8GHz, NVIDIA Tesla V100, 100G Ethernet",Manufacturing Industry (O),Inspur,China,2020,Industry,50400,48000.0,2480.0,4680.0,1436000.0,,,,,,,Cluster,Xeon Gold 6242 16C 2.8GHz,Intel Cascade lake,2800,Linux,Linux,NVIDIA Tesla V100,16,Xeon Gold 62xx (Cascade Lake),Inspur NF5468M5,Inspur Cluster,Gigabit Ethernet,100G Ethernet,Asia,50833,179829
450,405.0,55,129,,"Inspur NF5468M5, Xeon Gold 6242 16C 2.8GHz, NVIDIA Tesla V100, 100G Ethernet",Manufacturing Industry (O),Inspur,China,2020,Industry,50400,48000.0,2480.0,4680.0,1436000.0,,,,,,,Cluster,Xeon Gold 6242 16C 2.8GHz,Intel Cascade lake,2800,Linux,Linux,NVIDIA Tesla V100,16,Xeon Gold 62xx (Cascade Lake),Inspur NF5468M5,Inspur Cluster,Gigabit Ethernet,100G Ethernet,Asia,50833,179830
452,407.0,57,200,Kay,"Liqid Cluster, Intel Xeon Platinum 9242 48C 2.3GHz, Infiniband HDR",Army Research Laboratory DoD Supercomputing Resource Center (ARL DSRC),Liqid,United States,2020,Government,46848,,2475.67,3448.01,3545846.0,,,,,,,Cluster,Intel Xeon Platinum 9242 48C 2.3GHz,Intel Cascade lake,2300,CentOS,Linux,None,48,Xeon Platinum 92xx (Cascade Lake),Liqid Cluster,Liqid Cluster,Infiniband,Infiniband HDR,North America,50423,179952
