Rank,Previous Rank,First Appearance,First Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator/Co-Processor Cores,Rmax,Rpeak,Nmax,Nhalf,Power,Mflops/Watt,Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Region,Continent
122,99.0,36,21,,Cray XE6 12-core 2.2 GHz,Government,Cray Inc.,United States,2010,Government,45504,0,295500.0,400435.0,0,0,,,MPP,Opteron 6174 12C 2.200GHz,AMD x86_64,2200,Linux,Linux,None,12,"Opteron 6100-series ""Magny-Cours"" ",Cray XE6,Cray XE,Cray Interconnect,Cray Gemini interconnect,North America,Americas
123,100.0,39,61,,"Cluster Platform SL390s G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet, NVIDIA 2090",IT Provider (P),Hewlett-Packard,United States,2012,Industry,31680,23040,293868.3,1049530.0,0,0,,,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2090,6,Xeon 5600-series (Westmere-EP),Cluster Platform SL390s G7,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
124,,42,124,,"Cluster Platform DL360p Gen8, Xeon E5-2620 6C 2.000GHz, Gigabit Ethernet",IT Services Provider ,Hewlett-Packard,United States,2013,Industry,39264,0,291792.5,628224.0,0,0,,,Cluster,Xeon E5-2620 6C 2.000GHz,Intel SandyBridge,2000,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL360p Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
125,,42,125,,"Cluster Platform DL360p Gen8, Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet",IT Service Provider (D),Hewlett-Packard,United States,2013,Industry,30000,0,289800.0,600000.0,0,0,,,Cluster,Xeon E5-2640 6C 2.500GHz,Intel SandyBridge,2500,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL360p Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
126,101.0,41,101,,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Energy Company,Hewlett-Packard,United States,2013,Industry,18688,0,289735.0,388710.0,0,0,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL250s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband QDR,North America,Americas
128,286.0,41,286,,"Cluster Platform DL360p Gen8, Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet",Logistic Services (E),Hewlett-Packard,United States,2013,Industry,29580,0,286239.7,591600.0,0,0,,,Cluster,Xeon E5-2640 6C 2.500GHz,Intel SandyBridge,2500,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL360p Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
131,103.0,41,103,,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Geoscience (P),Hewlett-Packard,United States,2013,Industry,18176,0,281797.0,378061.0,0,0,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL250s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband QDR,North America,Americas
132,104.0,41,104,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",IT Service Provider (B),Hewlett-Packard,United States,2013,Industry,19712,0,279738.0,410010.0,0,0,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
133,105.0,41,105,,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Geoscience (P),Hewlett-Packard,United States,2013,Industry,17920,0,277828.0,372736.0,0,0,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL250s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband QDR,North America,Americas
135,,42,135,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",Service Provider,Hewlett-Packard,United States,2013,Industry,19456,0,276419.3,404685.0,0,0,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
136,106.0,33,10,JUROPA,"Sun Constellation, NovaScale R422-E2, Intel Xeon X5570, 2.93 GHz, Sun M9/Mellanox  QDR Infiniband/Partec Parastation",Forschungszentrum Juelich (FZJ),Bull SA,Germany,2009,Research,26304,0,274800.0,308282.88,0,0,1549.0,177.4,Cluster,Xeon X5570 4C 2.930GHz,Intel Nehalem,2930,SUSE Linux,Linux,None,4,Xeon 5500-series (Nehalem-EP),NovaScale R422-E2/Sun Blade 6048 system,Sun-Bull-ParTec Cluster,Infiniband,Infiniband QDR Sun M9 / Mellanox / ParTec,Western Europe,Europe
137,107.0,34,14,TachyonII,"Sun Blade x6048,  X6275, IB QDR M9 switch, Sun HPC stack Linux edition",KISTI Supercomputing Center,Sun Microsystems,"Korea, South",2009,Research,26232,0,274800.0,307439.04,0,0,1275.0,215.53,Cluster,Xeon X5570 4C 2.930GHz,Intel Nehalem,2930,CentOS,Linux,None,4,Xeon 5500-series (Nehalem-EP),Sun Blade 6048,Sun Blade System,Infiniband,Infiniband,Eastern Asia,Asia
138,,42,138,TEIDE-HPC,"Fujitsu PRIMERGY CX250 S1, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Instituto Tecnológico y de Energías Renovables S.A.,Fujitsu,Spain,2013,Research,16384,0,273973.0,340787.2,1887312,1334592,312.0,878.12,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,CentOS,Linux,None,8,Intel Xeon E5 (SandyBridge),Fujitsu PRIMERGY CX250 S1,Fujitsu Cluster,Infiniband,Infiniband QDR,Southern Europe,Europe
139,108.0,38,330,Todi,"Cray XK7 , Opteron 6272 16C 2.100GHz, Cray Gemini interconnect, NVIDIA Tesla K20 Kepler",Swiss National Supercomputing Centre (CSCS),Cray Inc.,Switzerland,2011,Research,8160,3808,273700.0,392876.8,756480,0,129.4,2115.15,MPP,Opteron 6272 16C 2.100GHz,AMD x86_64,2100,Cray Linux Environment ,Linux,NVIDIA K20x,16,"Opteron 6200 Series ""Interlagos""",Cray XK7 ,Cray XK,Cray Interconnect,Cray Gemini interconnect,Western Europe,Europe
140,109.0,41,109,Laure,"SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",TOTAL,SGI,United States,2013,Industry,13824,0,271754.0,287539.0,2359296,0,319.0,851.89,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,SUSE Linux Enterprise Server 11,Linux,None,8,Intel Xeon E5 (SandyBridge),SGI ICE X,SGI ICE,Infiniband,Infiniband FDR,North America,Americas
141,,42,141,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Automative Company,Hewlett-Packard,United States,2013,Industry,15360,0,271245.3,319488.0,0,0,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,Infiniband,Infiniband FDR,North America,Americas
142,111.0,40,93,Dark Bridge,"Appro Xtreme-X Supercomputer, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Sandia National Laboratories,Cray Inc.,United States,2012,Research,14720,0,268100.0,306176.0,2577260,1288630,315.9,848.69,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Appro Xtreme-X Supercomputer,Appro Xtreme-X,Infiniband,Infiniband QDR,North America,Americas
143,110.0,40,92,Dark Sand,"Appro Xtreme-X Supercomputer, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Sandia National Laboratories,Cray Inc.,United States,2012,Research,14720,0,268100.0,306176.0,2577260,1288630,388.8,689.56,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Appro Xtreme-X Supercomputer,Appro Xtreme-X,Infiniband,Infiniband QDR,North America,Americas
144,112.0,41,112,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2650 8C 2.000GHz, 10G Ethernet",Cerner Corp.,Hewlett-Packard,United States,2013,Industry,25856,0,266942.0,413696.0,0,0,,,Cluster,Xeon E5-2650 8C 2.000GHz,Intel SandyBridge,2000,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
146,114.0,41,114,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",IT Service Provider (D),Hewlett-Packard,United States,2013,Industry,18440,0,263165.0,383552.0,0,0,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
147,,42,147,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",IT Service Provider (C),Hewlett-Packard,Canada,2013,Industry,18432,0,263060.4,383386.0,0,0,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
148,116.0,33,16,GPC,"xSeries iDataPlex, Xeon E5540 4C 2.53GHz, Infiniband",SciNet/University of Toronto/Compute Canada,IBM,Canada,2009,Research,30912,0,261631.0,312829.44,2526944,0,1030.0,254.01,Cluster,Xeon E5540 4C 2.530GHz,Intel Nehalem,2530,Linux,Linux,None,4,Xeon 5500-series (Nehalem-EP),xSeries iDataPlex,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
149,,42,149,,"Cluster Platform DL380p Gen8 , Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet",IT Service Provider (B),Hewlett-Packard,United States,2013,Industry,29064,0,259298.7,534778.0,0,0,,,Cluster,Xeon E5-2630 6C 2.300GHz,Intel SandyBridge,2300,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL380p Gen8 ,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
150,117.0,41,117,,"Cluster Platform DL380p Gen8 , Xeon E5-2650 8C 2.000GHz, Gigabit Ethernet",Web Content Provider,Hewlett-Packard,United States,2013,Industry,33920,0,257879.0,542720.0,0,0,,,Cluster,Xeon E5-2650 8C 2.000GHz,Intel SandyBridge,2000,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform DL380p Gen8 ,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
152,118.0,33,65,Plasma Simulator,"Hitachi SR16000 Model M1, POWER7 8C 3.836GHz, Custom Interconnect",National Institute for Fusion Science (NIFS),Hitachi,Japan,2012,Research,10304,0,253000.0,316209.15,1858560,0,708.2,357.24,Cluster,POWER7 8C 3.836GHz,Power,3836,AIX,Unix,None,8,POWER7,Hitachi SR16000 Model M1,Hitachi SR16000,Custom Interconnect,Custom Interconnect,Eastern Asia,Asia
154,120.0,41,120,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",IT Service Provider (D),Hewlett-Packard,United States,2013,Industry,16872,0,251780.0,350938.0,0,0,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
156,122.0,39,68,Grifo04,"Itautec Cluster, Xeon X5670 6C 2.930GHz, Infiniband QDR, NVIDIA 2050",Petróleo Brasileiro S.A,Itautec,Brazil,2012,Industry,17408,14336,251500.0,563364.0,1136016,0,365.5,688.1,Cluster,Xeon X5670 6C 2.930GHz,Intel Nehalem,2930,Linux,Linux,NVIDIA 2050,6,Xeon 5600-series (Westmere-EP),Itautec Cluster,Itautec Cluster,Infiniband,Infiniband QDR,South America,Americas
157,,42,157,,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",IT Provider (P),Hewlett-Packard,United States,2013,Industry,14192,0,250619.0,295194.0,0,0,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL250s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband FDR,North America,Americas
158,,42,158,,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",IT Provider (P),Hewlett-Packard,United States,2013,Industry,14192,0,250619.0,295194.0,0,0,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL250s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband FDR,North America,Americas
159,,42,159,CASE-2,"SGI ICE X, Intel Xeon E5-2695v2 12C 2.400GHz, Infiniband FDR",T-Systems,SGI,Germany,2013,Industry,13440,0,245876.0,258048.0,1885596,0,236.8,1038.33,Cluster,Intel Xeon E5-2695v2 12C 2.400GHz,Intel IvyBridge,2400,SUSE Linux Enterprise Server 11,Linux,None,12,Intel Xeon E5 (IvyBridge),SGI ICE X,SGI ICE,Infiniband,Infiniband FDR,Western Europe,Europe
160,,42,160,,"Cluster Platform DL380p Gen8 , Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet",Logistic Services,Hewlett-Packard,United States,2013,Industry,27156,0,244182.9,499670.0,0,0,,,Cluster,Xeon E5-2630 6C 2.300GHz,Intel SandyBridge,2300,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL380p Gen8 ,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
161,123.0,37,29,,"HP POD - Cluster Platform 3000 BL260c G6, X5675 3.06 GHz, Infiniband",Airbus,Hewlett-Packard,France,2011,Industry,24192,0,243900.0,296110.0,0,0,,,Cluster,Xeon X5675 6C 3.060GHz,Intel Nehalem,3060,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),Cluster Platform 3000 BL260c G6,HP Cluster Platform 3000BL,Infiniband,Infiniband QDR,Western Europe,Europe
163,125.0,41,125,,"Cluster Platform DL360e Gen8, Xeon E5-2450 8C 2.100GHz, Gigabit Ethernet",Software Company (M),Hewlett-Packard,United States,2013,Industry,29920,0,242863.0,502656.0,0,0,,,Cluster,Xeon E5-2450 8C 2.100GHz,Intel SandyBridge,2100,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform DL360e Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
165,127.0,38,42,Amazon EC2 Cluster Compute Instances,"Amazon EC2 Cluster, Xeon 8C 2.60GHz, 10G Ethernet",Amazon Web Services,Self-made,United States,2011,Industry,17024,0,240090.0,354099.2,2691392,0,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Amazon EC2 Cluster,NOW - Intel,10G,10G Ethernet,North America,Americas
167,128.0,39,74,Moonlight,"Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband QDR, NVIDIA 2090",Los Alamos National Laboratory,Cray Inc.,United States,2012,Research,14208,9472,238200.0,492189.0,919936,459968,226.8,1050.26,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,NVIDIA 2090,8,Intel Xeon E5 (SandyBridge),Appro Xtreme-X Supercomputer,Appro Xtreme-X,Infiniband,Infiniband QDR,North America,Americas
168,129.0,40,229,,"Fujitsu PRIMERGY CX250 & RX300, Xeon E5-2690 8C 2.900GHz, Infiniband FDR/QDR",Institute for Molecular Science,Fujitsu,Japan,2012,Research,11424,0,237900.0,265036.8,2228864,0,465.4,511.17,Cluster,Xeon E5-2690 8C 2.900GHz,Intel SandyBridge,2900,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Fujitsu PRIMERGY CX250 & RX300,Fujitsu Cluster,Infiniband,Infiniband FDR/QDR,Eastern Asia,Asia
171,132.0,41,132,,"Cluster Platform DL380p Gen8 , Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet",Web-Service Provider,Hewlett-Packard,Hong Kong,2013,Industry,25920,0,234248.0,476928.0,0,0,,,Cluster,Xeon E5-2630 6C 2.300GHz,Intel SandyBridge,2300,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL380p Gen8 ,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
172,133.0,41,133,,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Manufacturing Company,Hewlett-Packard,United States,2013,Industry,13264,0,234232.0,275891.0,0,0,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband FDR,North America,Americas
173,135.0,40,108,,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",IT Services Provider ,Hewlett-Packard,United States,2012,Industry,14720,0,232694.0,306176.0,0,0,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband QDR,North America,Americas
174,134.0,40,107,,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",IT Services Provider ,Hewlett-Packard,United States,2012,Industry,14720,0,232694.0,306176.0,0,0,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband QDR,North America,Americas
175,137.0,38,46,Mustang,"Xtreme-X 1320H-LANL, Opteron 12 Core 2.30 GHz, Infiniband QDR",Los Alamos National Laboratory,Cray Inc.,United States,2011,Research,37056,0,230600.0,340915.0,2240000,1120000,540.4,426.72,Cluster,Opteron 6176 12C 2.300GHz,AMD x86_64,2300,RHEL 6.1,Linux,None,12,"Opteron 6100-series ""Magny-Cours"" ",Xtreme-X 1320H-LANL,Appro Xtreme-X,Infiniband,Infiniband QDR,North America,Americas
176,230.0,41,230,,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Geoscience,IBM,United States,2013,Industry,12096,0,228842.88,251596.8,0,0,251.26,910.78,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,North America,Americas
177,,42,177,,"Cluster Platform DL380e Gen8, Xeon E5-2430L 8C 2.000GHz, Gigabit Ethernet",Software Company (M),Hewlett-Packard,United States,2013,Industry,29556,0,228828.7,472896.0,0,0,,,Cluster,Xeon E5-2430L 8C 2.000GHz,Intel SandyBridge,2000,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform DL380e Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
178,138.0,41,138,,"Cluster Platform DL160 Gen8 , Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet",Telecommunication Company,Hewlett-Packard,Japan,2013,Industry,25056,0,227236.0,461030.0,0,0,,,Cluster,Xeon E5-2630 6C 2.300GHz,Intel SandyBridge,2300,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL160 Gen8 ,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
180,,42,180,,"Cluster Platform DL380e Gen8, Xeon E5-2430L 8C 2.000GHz, Gigabit Ethernet",Software Company (M),Hewlett-Packard,United States,2013,Industry,29172,0,226214.2,466752.0,0,0,,,Cluster,Xeon E5-2430L 8C 2.000GHz,Intel SandyBridge,2000,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform DL380e Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
182,140.0,41,140,,"Cluster Platform DL380e Gen8, Xeon E5-2450 8C 2.100GHz, Gigabit Ethernet",Service Provider,Hewlett-Packard,China,2013,Industry,27392,0,224670.0,460186.0,0,0,,,Cluster,Xeon E5-2450 8C 2.100GHz,Intel SandyBridge,2100,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform DL380e Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
183,141.0,41,141,,"Cluster Platform DL380p Gen8 , Xeon E5-2650 8C 2.000GHz, Gigabit Ethernet",IT Services Provider (B),Hewlett-Packard,China,2013,Industry,28672,0,222796.0,458752.0,0,0,,,Cluster,Xeon E5-2650 8C 2.000GHz,Intel SandyBridge,2000,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform DL380p Gen8 ,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
186,143.0,40,112,,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",Energy Company,Hewlett-Packard,United States,2012,Industry,15360,0,217890.0,319488.0,0,0,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,10G,10G Ethernet,North America,Americas
187,144.0,40,115,,"HP DL160 Cluster G6, Xeon E5645 6C 2.40GHz, Gigabit Ethernet",Web Content Provider,Hewlett-Packard,United States,2012,Industry,44580,0,215665.1,427968.0,0,0,,,Cluster,Xeon E5645 6C 2.400GHz,Intel Nehalem,2400,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),HP DL160 Cluster G6,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
188,145.0,36,29,Tup,"Cray XE6, Opteron 6172 12C 2.10GHz, Cray Gemini interconnect",INPE (National Institute for Space Research),Cray Inc.,Brazil,2010,Research,31104,0,214200.0,261273.6,1491840,0,,,MPP,Opteron 6172 12C 2.100GHz,AMD x86_64,2100,Cray Linux Environment ,Linux,None,12,"Opteron 6100-series ""Magny-Cours"" ",Cray XE6,Cray XE,Cray Interconnect,Cray Gemini interconnect,South America,Americas
191,148.0,40,117,Maia,"SGI Rackable C1104G-RP5, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi",NASA/Ames Research Center/NAS,SGI,United States,2012,Research,17408,15360,212912.0,301384.0,660480,0,132.0,1612.97,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,SUSE Linux Enterprise Server 11,Linux,Intel Xeon Phi,8,Intel Xeon E5 (SandyBridge),SGI Rackable C1104G-RP5,Rackable Cluster,Infiniband,Infiniband FDR,North America,Americas
192,149.0,41,149,Riptide,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Maui High-Performance Computing Center (MHPCC),IBM,United States,2013,Research,12096,0,212553.0,251597.0,1550025,0,251.2,846.15,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,North America,Americas
193,152.0,38,57,,"Power 775, POWER7 8C 3.84 GHz, Custom",Environment Canada,IBM,Canada,2011,Research,8192,0,211703.7,251396.1,0,0,462.3,457.94,MPP,POWER7 8C 3.836GHz,Power,3836,AIX,Unix,None,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom Interconnect,North America,Americas
194,153.0,38,56,,"Power 775, POWER7 8C 3.84 GHz, Custom",Environment Canada,IBM,Canada,2011,Research,8192,0,211703.7,251396.1,0,0,462.3,457.94,MPP,POWER7 8C 3.836GHz,Power,3836,AIX,Unix,None,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom Interconnect,North America,Americas
195,150.0,39,80,Tianhe-1A Guangzhou Solution,"NUDT YH MPP, Xeon X56xx (Westmere-EP) 2.93 GHz, Proprietary",National Super Computer Center in Guangzhou,NUDT,China,2012,Research,13312,7168,211700.0,335687.68,1400000,0,289.0,732.53,MPP,Xeon X5670 6C 2.930GHz,Intel Nehalem,2930,Linux,Linux,NVIDIA 2050,6,Xeon 5600-series (Westmere-EP),NUDT YH MPP,NUDT MPP,Proprietary Network,Proprietary,Eastern Asia,Asia
196,151.0,41,151,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2680 8C 2.700GHz, 10G Ethernet",Service Provider,Hewlett-Packard,United States,2013,Industry,13872,0,209735.0,299635.0,0,0,,,Cluster,Xeon E5-2680 8C 2.700GHz,Intel SandyBridge,2700,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
197,,42,197,,"Cluster Platform DL380p Gen8 , Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet",Service Provider,Hewlett-Packard,China,2013,Industry,22632,0,207271.6,416429.0,0,0,,,Cluster,Xeon E5-2630 6C 2.300GHz,Intel SandyBridge,2300,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL380p Gen8 ,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
198,154.0,40,122,,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",Energy Company (D),Hewlett-Packard,United States,2012,Industry,14272,0,202456.0,296858.0,0,0,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,10G,10G Ethernet,North America,Americas
199,,42,199,,"Cluster Platform DL380e Gen8, Xeon E5-2430L 8C 2.000GHz, Gigabit Ethernet",Software Company (M),Hewlett-Packard,United States,2013,Industry,25920,0,200996.0,414720.0,0,0,,,Cluster,Xeon E5-2430L 8C 2.000GHz,Intel SandyBridge,2000,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform DL380e Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
