Rank,Site,Manufacturer,Computer,Country,Year,Processors,RMax,RPeak,Nmax,Nhalf,Processor Family,Processor,Proc. Frequency,System Family,Operating System,Architecture,Segment,Application Area,Interconnect Family,Interconnect,Region,Continent
8,Barcelona Supercomputing Center,IBM,"JS20 Cluster, PPC 970, 2.2 GHz, Myrinet",Spain,2005,4800,27910.0,42144.0,977816,0,Power,PowerPC 970,2200.0,IBM Cluster,SuSE Linux Enterprise Server 9,Cluster,Academic,Not Specified,Myrinet,Myrinet,Southern Europe,Europe
9,ASTRON/University Groningen,IBM,eServer Blue Gene Solution,Netherlands,2005,12288,27450.0,34406.4,516095,0,Power,PowerPC 440,700.0,IBM BlueGene/L,CNK/SLES 9,MPP,Academic,Research,Proprietary,Proprietary,Western Europe,Europe
13,Ecole Polytechnique Federale de Lausanne,IBM,eServer Blue Gene Solution,Switzerland,2005,8192,18200.0,22937.6,442367,0,Power,PowerPC 440,700.0,IBM BlueGene/L,CNK/SLES 9,MPP,Academic,Research,Proprietary,Proprietary,Western Europe,Europe
20,Virginia Tech,Self-made,1100 Dual 2.3 GHz Apple XServe/Mellanox Infiniband 4X/Cisco GigE,United States,2004,2200,12250.0,20240.0,620000,0,Power,PowerPC 970,2300.0,NOW  - PowerPC,MacOS X,Cluster,Academic,Not Specified,Infiniband,Infiniband,North America,Americas
24,University of Southern California,IBM,"Pentium4 Xeon, EM64T, Opteron, Opteron dual core, Cluster, Myrinet",United States,2005,2904,10750.0,17280.0,430000,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2331.03,NOW - Intel Pentium,Linux,Cluster,Academic,Not Specified,Myrinet,Myrinet,North America,Americas
28,NCSA,Dell,"PowerEdge 1750, P4 Xeon 3.06 GHz, Myrinet",United States,2003,2500,9819.0,15300.0,630000,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,3060.0,Dell PowerEdge Cluster,Linux,Cluster,Academic,Not Specified,Myrinet,Myrinet,North America,Americas
35,UCSD/San Diego Supercomputer Center,IBM,eServer pSeries 655/690 (1.5/1.7 GHz Power4+),United States,2005,2464,9121.0,15628.0,605000,59000,Power,POWER4+,1500.0,IBM pSeries,AIX,MPP,Academic,Not Specified,SP Switch,Federation,North America,Americas
36,Australian Partnership for Advanced Computing (APAC),SGI,"SGI Altix 3700 Bx2, 1.6 GHz, NUMALink",Australia,2005,1536,8974.0,9830.0,0,0,Intel IA-64,Intel IA-64 Itanium 2,1600.0,SGI Altix,Linux,MPP,Academic,Not Specified,NUMAlink,NUMAlink,Australia and New Zealand,Oceania
40,Caltech,Dell,"PowerEdge 1850, 3.2 GHz, Myrinet",United States,2005,2048,8408.0,13107.2,0,0,Intel EM64T,Intel EM64T Xeon EM64T,3200.0,Dell PowerEdge Cluster,Linux,Cluster,Academic,Not Specified,Myrinet,Myrinet,North America,Americas
43,Pittsburgh Supercomputing Center,Cray Inc.,"Cray XT3, 2.4 GHz",United States,2005,2060,7935.82,9888.0,0,0,AMD x86_64,AMD x86_64 Opteron,2400.0,Cray XT3,UNICOS,MPP,Academic,Not Specified,Cray Interconnect,XT3 Internal Interconnect,North America,Americas
45,HPCx,IBM,eServer pSeries p5 575 1.5 GHz,United Kingdom,2005,1536,7395.0,9216.0,400000,0,Power,POWER5,1500.0,IBM pSeries,AIX,MPP,Academic,Not Specified,SP Switch,Federation,Northern Europe,Europe
48,NCSA,IBM,"TeraGrid, Itanium2 1.3/1.5 GHZ, Myrinet",United States,2004,1776,7215.0,10259.0,540000,0,Intel IA-64,Intel IA-64 Itanium 2,1444.0,NOW - Intel Itanium,SuSE Linux Enterprise Server 8,Cluster,Academic,Not Specified,Myrinet,Myrinet,North America,Americas
50,University of Sherbrooke,Dell,PowerEdge SC1425 3.6 GHz- Infiniband,Canada,2005,1152,6888.0,8294.4,650000,325000,Intel EM64T,Intel EM64T Xeon EM64T,3600.0,Dell PowerEdge Cluster,Linux,Cluster,Academic,Not Specified,Infiniband,Infiniband,North America,Americas
51,Nagoya University,Fujitsu,PRIMEPOWER HPC2500 (2.08 GHz),Japan,2005,1664,6860.0,13844.0,850720,118326,Sparc,SPARC64 V,2080.0,PRIMEPOWER HPC2500,Solaris,Constellations,Academic,Not Specified,Crossbar,Crossbar,Eastern Asia,Asia
56,HPCx,IBM,eServer pSeries 690 (1.7 GHz Power4+),United Kingdom,2004,1600,6188.0,10880.0,355000,0,Power,POWER4+,1700.0,IBM pSeries,AIX,MPP,Academic,Not Specified,SP Switch,Federation,Northern Europe,Europe
58,NCSA,Dell,"PowerEdge 1850, 3.6 GHz, Infiniband",United States,2005,1024,6118.0,7373.0,530000,0,Intel EM64T,Intel EM64T Xeon EM64T,3600.0,Dell PowerEdge Cluster,Redhat Linux,Cluster,Academic,Not Specified,Infiniband,Infiniband,North America,Americas
59,NCSA,SGI,"SGI Altix 3700 Bx2, 1.6 GHz, NUMALink",United States,2005,1024,6028.23,6553.0,440832,0,Intel IA-64,Intel IA-64 Itanium 2,1600.0,SGI Altix,Linux,MPP,Academic,Not Specified,NUMAlink,NUMAlink,North America,Americas
63,Seoul National University,IBM,"eServer BladeCenter JS20 (PowerPC970 2.2 GHz), Myrinet","Korea, South",2005,968,5618.3,8518.4,0,0,Power,PowerPC 970,2200.0,IBM Cluster,SuSE Linux Enterprise Server 9,Cluster,Academic,Not Specified,Myrinet,Myrinet,Eastern Asia,Asia
65,Brigham Young University,Dell,"PowerEdge 1855, 3.6 GHz, GigEthernet",United States,2005,1260,5439.0,9072.0,0,0,Intel EM64T,Intel EM64T Xeon EM64T,3600.0,Dell PowerEdge Cluster,Redhat Enterprise 3,Cluster,Academic,Not Specified,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
66,University of Oklahoma,Dell,"PowerEdge 1850, 3.2 GHz, Infiniband",United States,2005,1024,5438.0,6553.6,530000,0,Intel EM64T,Intel EM64T Xeon EM64T,3200.0,Dell PowerEdge Cluster,Linux,Cluster,Academic,Not Specified,Infiniband,Infiniband,North America,Americas
68,Joint Supercomputer Center,IBM,"MVS-15000BM, eServer BladeCenter JS20 (PowerPC970 2.2 GHz), Myrinet",Russia,2005,924,5355.0,8131.2,415800,110000,Power,PowerPC 970,2200.0,IBM Cluster,Linux,Cluster,Academic,Not Specified,Myrinet,Myrinet,Eastern Europe,Europe
69,KTH - Royal Institute of Technology,Dell,"PowerEdge 1850, 3.4 GHz, Infiniband",Sweden,2005,886,4999.0,6025.0,0,0,Intel EM64T,Intel EM64T Xeon EM64T,3400.0,Dell PowerEdge Cluster,Linux,Cluster,Academic,Not Specified,Infiniband,Infiniband,Northern Europe,Europe
73,Boston University,IBM,eServer Blue Gene Solution,United States,2005,2048,4713.0,5734.0,233471,0,Power,PowerPC 440,700.0,IBM BlueGene/L,CNK/SLES 9,MPP,Academic,Not Specified,Proprietary,Proprietary,North America,Americas
78,Princeton University,IBM,eServer Blue Gene Solution,United States,2005,2048,4713.0,5734.0,233471,0,Power,PowerPC 440,700.0,IBM BlueGene/L,CNK/SLES 9,MPP,Academic,Research,Proprietary,Proprietary,North America,Americas
79,UCSD/San Diego Supercomputer Center,IBM,eServer Blue Gene Solution,United States,2005,2048,4713.0,5734.0,233471,0,Power,PowerPC 440,700.0,IBM BlueGene/L,CNK/SLES 9,MPP,Academic,Not Specified,Proprietary,Proprietary,North America,Americas
80,University of Edinburgh,IBM,eServer Blue Gene Solution,United Kingdom,2005,2048,4713.0,5734.0,233471,0,Power,PowerPC 440,700.0,IBM BlueGene/L,CNK/SLES 9,MPP,Academic,Not Specified,Proprietary,Proprietary,Northern Europe,Europe
84,University of Illinois,Self-made,"XServe G5 2GHz, Myrinet",United States,2005,1024,4559.0,8192.0,466944,0,Power,PowerPC 970,2000.0,NOW  - PowerPC,MacOS X,Cluster,Academic,Research,Myrinet,Myrinet,North America,Americas
