Rank,Site,Manufacturer,Computer,Country,Year,Processors,RMax,RPeak,Nmax,Nhalf,Processor Family,Processor,Proc. Frequency,System Family,Operating System,Architecture,Segment,Application Area,Interconnect Family,Interconnect,Region,Continent
327,University of Auckland,SGI,POWER CHALLENGE 10000,New Zealand,1996,16,4.527,6.24,15000,2200,MIPS,MIPS R10000,195.0,SGI PowerChallenge,IRIX,SMP,Academic,Not Specified,,,Australia and New Zealand,Oceania
328,University of Michigan,SGI,POWER CHALLENGE 10000,United States,1996,16,4.527,6.24,15000,2200,MIPS,MIPS R10000,195.0,SGI PowerChallenge,IRIX,SMP,Academic,Not Specified,,,North America,Americas
331,Purdue University,Intel,XP/S10,United States,1994,144,4.45,7.2,0,0,Intel i860,Intel i860 Intel 80860,50.0,intel Paragon,OSF/1,MPP,Academic,Not Specified,,2-D mesh (torus),North America,Americas
333,Brown University,IBM,SP2/24,United States,1996,24,4.4,6.384,0,0,Power,POWER2,66.5,IBM SP,AIX,MPP,Academic,Not Specified,,,North America,Americas
334,CSC (Center for Scientific Computing),IBM,SP2/24,Finland,1995,24,4.4,6.384,0,0,Power,POWER2,66.5,IBM SP,AIX,MPP,Academic,Not Specified,,,Northern Europe,Europe
339,University of Pennsylvania,IBM,SP2/24,United States,1996,24,4.4,6.384,0,0,Power,POWER2,66.5,IBM SP,AIX,MPP,Academic,Not Specified,,,North America,Americas
343,Hiroshima University - IPC,Cray Inc.,Y-MP J932/24-8192,Japan,1995,24,4.35,4.8,0,0,Cray,Cray,100.0,Cray Vector,UNICOS,SMP,Academic,Not Specified,,,Eastern Asia,Asia
345,Hong Kong University of Science and Technology,Intel,XP/S10,Hong Kong,1994,140,4.33,7.0,0,0,Intel i860,Intel i860 Intel 80860,50.0,intel Paragon,OSF/1,MPP,Academic,Not Specified,,2-D mesh (torus),Eastern Asia,Asia
352,George Washington University,SGI,POWER CHALLENGE,United States,1995,16,4.323,5.76,2500,540,MIPS,MIPS R8000,90.0,SGI PowerChallenge,IRIX,SMP,Academic,Not Specified,,,North America,Americas
353,George Washington University,SGI,POWER CHALLENGE,United States,1995,16,4.323,5.76,2500,540,MIPS,MIPS R8000,90.0,SGI PowerChallenge,IRIX,SMP,Academic,Not Specified,,,North America,Americas
357,Hong Kong University of Science and Technology,SGI,POWER CHALLENGE,Hong Kong,1995,16,4.323,5.76,2500,540,MIPS,MIPS R8000,90.0,SGI PowerChallenge,IRIX,SMP,Academic,Not Specified,,,Eastern Asia,Asia
359,Mississippi State University,SGI,POWER CHALLENGE,United States,1996,16,4.323,5.76,2500,540,MIPS,MIPS R8000,90.0,SGI PowerChallenge,IRIX,SMP,Academic,Not Specified,,,North America,Americas
360,Ohio Supercomputer Center,SGI,POWER CHALLENGE,United States,1995,16,4.323,5.76,2500,540,MIPS,MIPS R8000,90.0,SGI PowerChallenge,IRIX,SMP,Academic,Not Specified,,,North America,Americas
363,Universitaet Magdeburg,SGI,POWER CHALLENGE,Germany,1996,16,4.323,5.76,2500,540,MIPS,MIPS R8000,90.0,SGI PowerChallenge,IRIX,SMP,Academic,Not Specified,,,Western Europe,Europe
364,University of Iowa,SGI,POWER CHALLENGE,United States,1995,16,4.323,5.76,2500,540,MIPS,MIPS R8000,90.0,SGI PowerChallenge,IRIX,SMP,Academic,Not Specified,,,North America,Americas
375,Osaka University - Institute Laser Eng,NEC,SX-4/2C,Japan,1996,2,4.3,4.0,0,0,NEC,NEC,250.0,NEC Vector,EWS-UX/V,SMP,Academic,Not Specified,Crossbar,Multi-stage crossbar,Eastern Asia,Asia
377,Yamaguchi University,NEC,SX-4/2C,Japan,1996,2,4.3,4.0,0,0,NEC,NEC,250.0,NEC Vector,EWS-UX/V,SMP,Academic,Not Specified,Crossbar,Multi-stage crossbar,Eastern Asia,Asia
378,University of Southampton,IBM,SP2/23,United Kingdom,1996,23,4.225,6.118,0,0,Power,POWER2,66.5,IBM SP,AIX,MPP,Academic,Not Specified,,,Northern Europe,Europe
385,Universidad Autonoma Metropolitana,SGI,POWER CHALLENGE,Mexico,1994,18,4.142,5.4,2604,570,MIPS,MIPS R8000,75.0,SGI PowerChallenge,IRIX,SMP,Academic,Not Specified,,,Central America,Americas
390,Queensland Parallel Supercomputing Facility,IBM,SP2/22,Australia,1994,22,4.05,5.852,0,0,Power,POWER2,66.5,IBM SP,AIX,MPP,Academic,Not Specified,,,Australia and New Zealand,Oceania
